,start,end,duration,round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
185,09/21/20-184659,09/21/20-184753,54.23077416419983,112,0.04654011818021536,0.8730666637420654,0.604785144329071,0.05201546785980463,0.8471999764442444,0.5366224050521851,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,112,normal,92,45,26,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
186,09/21/20-184754,09/21/20-184824,29.928058624267578,112,0.032177685856819155,0.9143999814987183,0.7506548762321472,0.06041268679499626,0.8399999737739563,0.5436269640922546,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.24,112,uniform,74,30,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
187,09/21/20-184824,09/21/20-184921,56.72543478012085,112,0.034549369688456254,0.9016000032424927,0.7013237476348877,0.06432144437730312,0.8320000171661377,0.5006530284881592,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,112,normal,92,25,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
188,09/21/20-184921,09/21/20-184952,30.474689483642578,118,0.32993807198603947,0.8666666746139526,0.5843644738197327,0.35011155581474307,0.8496000170707703,0.5468454360961914,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,118,normal,29,30,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
189,09/21/20-184952,09/21/20-185015,22.484049558639526,100,0.03432339328403274,0.909333348274231,0.7293571829795837,0.05541472750902176,0.8503999710083008,0.5399695634841919,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.08,100,uniform,20,45,35,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
190,09/21/20-185015,09/21/20-185049,33.92497944831848,142,0.3600290041367213,0.8594666719436646,0.5298349261283875,0.42473427468538283,0.8327999711036682,0.41735315322875977,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,142,uniform,20,55,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
191,09/21/20-185049,09/21/20-185135,45.839388608932495,130,0.030089703043612342,0.9192000031471252,0.7623873353004456,0.06077281241863966,0.8407999873161316,0.5445443987846375,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,130,normal,29,55,35,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
192,09/21/20-185136,09/21/20-185215,39.28355288505554,136,0.3226662826538086,0.8712000250816345,0.6096668839454651,0.3563080629706383,0.8519999980926514,0.5527139902114868,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,136,normal,83,40,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
193,09/21/20-185215,09/21/20-185248,32.90573000907898,124,0.04374408260732889,0.8749333620071411,0.6171333193778992,0.04889170171320439,0.8528000116348267,0.5474793314933777,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,124,normal,56,30,35,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
194,09/21/20-185248,09/21/20-185347,58.317901611328125,142,0.20259764398634433,0.9287999868392944,0.7842720746994019,1.0326774357110262,0.8360000252723694,0.4963282644748688,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,142,normal,92,25,29,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
195,09/21/20-185347,09/21/20-185427,39.98373198509216,100,0.25831154772639275,0.8909333348274231,0.6644729375839233,0.4474758697152138,0.8471999764442444,0.5058992505073547,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,100,uniform,47,30,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
196,09/21/20-185427,09/21/20-185449,21.631579875946045,124,0.0478277061842382,0.8706666827201843,0.5909112095832825,0.05339902279525995,0.8424000144004822,0.49925893545150757,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,124,normal,83,20,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
197,09/21/20-185449,09/21/20-185511,22.06068515777588,106,0.31776464144388833,0.8666666746139526,0.5889836549758911,0.3447228944301605,0.8615999817848206,0.5832883715629578,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,106,uniform,65,35,32,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
198,09/21/20-185512,09/21/20-185537,25.81830620765686,142,0.02261887108751883,0.9421333074569702,0.8378221988677979,0.06556572072207928,0.8343999981880188,0.5412869453430176,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,142,uniform,83,45,38,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
199,09/21/20-185538,09/21/20-185616,38.47798490524292,148,0.019434601471448938,0.9517333507537842,0.863688051700592,0.06700854778289794,0.8360000252723694,0.503043532371521,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,148,uniform,74,45,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
200,09/21/20-185616,09/21/20-185642,25.842013120651245,136,0.3264352421959241,0.8618666529655457,0.5701591372489929,0.34903586220741273,0.8551999926567078,0.5722377300262451,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,136,normal,38,50,38,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
201,09/21/20-185643,09/21/20-185709,26.50449228286743,118,0.1119777522534132,0.9546666741371155,0.877522885799408,1.4551716165542603,0.8199999928474426,0.4967477321624756,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.0,118,normal,47,25,35,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
202,09/21/20-185709,09/21/20-185743,34.10236692428589,112,0.02743176097329706,0.9264000058174133,0.7825497984886169,0.06317583438754082,0.8360000252723694,0.5406955480575562,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.08,112,normal,38,20,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
203,09/21/20-185744,09/21/20-185803,19.279807567596436,118,0.05572869911789894,0.843999981880188,0.4787846803665161,0.05927570417523384,0.8320000171661377,0.4558368921279907,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,118,uniform,20,25,29,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
204,09/21/20-185803,09/21/20-185829,26.194109439849854,142,0.3220563304424286,0.8653333187103271,0.5917418003082275,0.3485357266664505,0.8543999791145325,0.5732515454292297,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.4,142,normal,38,30,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
205,09/21/20-185830,09/21/20-185852,22.28822946548462,100,0.2579786036014557,0.902400016784668,0.7144614458084106,0.39709128892421724,0.8471999764442444,0.5546682476997375,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,100,normal,74,30,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
206,09/21/20-185852,09/21/20-185916,24.018260955810547,148,0.046505386983354886,0.8741333484649658,0.6130854487419128,0.05280108866095543,0.8456000089645386,0.5193911790847778,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,148,normal,56,55,23,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
207,09/21/20-185916,09/21/20-185937,20.869852304458618,112,0.31526400804519655,0.8730666637420654,0.617311418056488,0.35141277968883516,0.8519999980926514,0.5562965869903564,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,112,uniform,92,20,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
208,09/21/20-185937,09/21/20-190004,27.032434940338135,148,0.04431504028538863,0.8722666501998901,0.6112995147705078,0.04873813789337873,0.8568000197410583,0.5729302167892456,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.32,148,uniform,47,35,38,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
209,09/21/20-190005,09/21/20-190026,21.371023654937744,142,0.04743157047530015,0.8682666420936584,0.586943507194519,0.05297553090751171,0.8479999899864197,0.5175684094429016,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,142,normal,47,30,29,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
210,09/21/20-190026,09/21/20-190058,31.35721206665039,112,0.15464844337105751,0.9282666444778442,0.7820776104927063,1.3526196849942207,0.8288000226020813,0.4928355813026428,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.08,112,uniform,83,40,32,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
211,09/21/20-190058,09/21/20-190121,23.403576374053955,124,0.039589533700297275,0.8957333564758301,0.6961338520050049,0.05544487762451172,0.8399999737739563,0.5376645922660828,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,124,normal,38,25,38,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
212,09/21/20-190122,09/21/20-190152,30.40991234779358,148,0.21958071196079254,0.9130666851997375,0.756943941116333,0.4724277371168137,0.8335999846458435,0.49500155448913574,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.0,148,normal,65,35,20,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
213,09/21/20-190152,09/21/20-190224,31.699796199798584,118,0.2945731488863627,0.8829333186149597,0.6386059522628784,0.3705865476131439,0.8503999710083008,0.5320509672164917,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,118,uniform,65,30,20,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
214,09/21/20-190224,09/21/20-190248,23.68966507911682,118,0.044281367777536315,0.874666690826416,0.6235693693161011,0.049026327546685934,0.8560000061988831,0.5577064156532288,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.4,118,normal,65,30,38,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
215,09/21/20-190248,09/21/20-190313,24.7261323928833,100,0.2935123559832573,0.8805333375930786,0.6289275288581848,0.37029795640707014,0.8456000089645386,0.4991402328014374,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,100,uniform,74,40,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
216,09/21/20-190313,09/21/20-190330,16.58534574508667,100,0.1948307084639867,0.9242666959762573,0.8053497672080994,0.6564867449402809,0.8271999955177307,0.5733063220977783,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.24,100,uniform,56,50,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
217,09/21/20-190330,09/21/20-190357,27.527896404266357,148,0.30156254865725834,0.8770666718482971,0.6259396076202393,0.35885844388604166,0.8503999710083008,0.5502404570579529,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,148,uniform,65,45,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
218,09/21/20-190358,09/21/20-190434,35.74348521232605,142,0.3168479549884796,0.8722666501998901,0.6013001203536987,0.3502252345085144,0.853600025177002,0.5452805161476135,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,142,uniform,92,45,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
219,09/21/20-190434,09/21/20-190451,17.534029245376587,100,0.0517287722826004,0.8517333269119263,0.5069939494132996,0.05304564613103867,0.8496000170707703,0.5037481784820557,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,100,uniform,38,20,29,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
220,09/21/20-190452,09/21/20-190523,31.04143762588501,130,0.38377921175956725,0.8445333242416382,0.4798259735107422,0.41433149814605713,0.8352000117301941,0.46057653427124023,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,130,uniform,38,45,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
221,09/21/20-190523,09/21/20-190551,28.132124423980713,142,0.13353756874799727,0.9285333156585693,0.7995624542236328,1.833767751455307,0.8352000117301941,0.5344760417938232,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,142,normal,47,30,23,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
222,09/21/20-190551,09/21/20-190633,41.205289125442505,142,0.317850467979908,0.8709333539009094,0.599968433380127,0.3426871997117996,0.8511999845504761,0.5245764851570129,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,142,normal,38,55,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
223,09/21/20-190633,09/21/20-190706,33.27418518066406,112,0.3410218070745468,0.8632000088691711,0.5489204525947571,0.36157795214653016,0.8560000061988831,0.5418921709060669,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.08,112,normal,56,50,26,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
224,09/21/20-190706,09/21/20-190740,33.22407817840576,136,0.21581516698996225,0.9074666500091553,0.722521185874939,0.5659416561126709,0.8560000061988831,0.5955793857574463,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,136,normal,29,25,29,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
225,09/21/20-190740,09/21/20-190800,20.115322589874268,124,0.3767097861766815,0.8461333513259888,0.4976048171520233,0.4067319836616516,0.8360000252723694,0.4617472290992737,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,124,uniform,92,20,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
226,09/21/20-190800,09/21/20-190820,19.939241409301758,100,0.16540036355455717,0.9192000031471252,0.7611143589019775,0.8382394993305207,0.8352000117301941,0.5180112719535828,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,100,uniform,47,30,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
227,09/21/20-190820,09/21/20-190839,19.147475004196167,106,0.2811484169960022,0.8917333483695984,0.6895925998687744,0.37576556372642517,0.8496000170707703,0.583346962928772,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,106,uniform,65,50,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
228,09/21/20-190840,09/21/20-190904,24.7921781539917,100,0.023151028879491303,0.9429333209991455,0.8447216749191284,0.06632610581442713,0.8360000252723694,0.5580606460571289,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.4,100,uniform,83,30,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
229,09/21/20-190905,09/21/20-190928,22.813204288482666,148,0.05187409329414368,0.8634666800498962,0.5408927202224731,0.060043120712041854,0.8327999711036682,0.41447633504867554,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,148,uniform,20,35,38,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
230,09/21/20-190928,09/21/20-191010,42.46339702606201,148,0.05615824386229118,0.8407999873161316,0.4350423514842987,0.055611578226089475,0.8447999954223633,0.4650840759277344,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,148,uniform,92,35,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
231,09/21/20-191010,09/21/20-191039,28.53753352165222,106,0.045895686522126194,0.8693333268165588,0.5765430927276611,0.04877368566393852,0.8560000061988831,0.5613791346549988,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,106,uniform,20,30,20,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
232,09/21/20-191039,09/21/20-191104,24.437988996505737,136,0.27541436674197517,0.8944000005722046,0.6922023296356201,0.39031520920991897,0.843999981880188,0.5735155344009399,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,136,normal,56,40,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
233,09/21/20-191104,09/21/20-191123,19.557666063308716,106,0.0455368483538429,0.8701333403587341,0.6069239377975464,0.048996483512222765,0.8592000007629395,0.5370839834213257,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.08,106,normal,47,30,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
234,09/21/20-191124,09/21/20-191155,30.9572274684906,106,0.3088077584505081,0.8725333213806152,0.5887750387191772,0.3551425334215164,0.8519999980926514,0.529504656791687,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,106,uniform,74,35,29,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
235,09/21/20-191155,09/21/20-191213,17.84747338294983,106,0.2016284986237685,0.9202666878700256,0.7788935303688049,0.47564735531806945,0.8352000117301941,0.5378583669662476,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,106,uniform,92,55,29,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
236,09/21/20-191213,09/21/20-191236,22.551800966262817,100,0.05799259186536074,0.8327999711036682,0.38939499855041504,0.05763005069643259,0.8335999846458435,0.41633304953575134,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,100,normal,74,20,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
237,09/21/20-191236,09/21/20-191309,33.5455379486084,136,0.025196516039053676,0.9378666877746582,0.8297951817512512,0.06620530854165554,0.8295999765396118,0.5439346432685852,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,136,uniform,29,40,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
238,09/21/20-191310,09/21/20-191335,24.98899483680725,118,0.05454675801843405,0.8426666855812073,0.44068655371665955,0.054907351054251194,0.8416000008583069,0.4704861044883728,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,118,normal,74,20,23,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
239,09/21/20-191335,09/21/20-191400,24.932117223739624,112,0.034121219649910925,0.9077333211898804,0.7160844206809998,0.056949784696102144,0.8464000225067139,0.5139941573143005,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,112,normal,65,40,29,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
240,09/21/20-191400,09/21/20-191424,24.040842294692993,124,0.02267649515438825,0.9453333616256714,0.8485243320465088,0.06676409620046615,0.8327999711036682,0.504956841468811,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,124,uniform,47,55,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
241,09/21/20-191424,09/21/20-191450,25.189802408218384,124,0.2283604814708233,0.855733335018158,0.449746310710907,0.9644333880543708,0.8399999737739563,0.5155366063117981,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,124,uniform,29,25,38,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
242,09/21/20-191450,09/21/20-191515,24.671350479125977,124,0.23015754011273384,0.9031999707221985,0.6915392875671387,0.6883781591057777,0.843999981880188,0.5117248892784119,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,124,normal,29,45,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
243,09/21/20-191515,09/21/20-191537,22.307769298553467,118,0.19991898089647292,0.916533350944519,0.7642886638641357,0.6029633665084839,0.8335999846458435,0.5023007988929749,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.0,118,uniform,38,30,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
244,09/21/20-191537,09/21/20-191601,23.91347885131836,118,0.3159135170777639,0.8709333539009094,0.5983560681343079,0.3498337125778198,0.8447999954223633,0.5537253618240356,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,118,uniform,56,20,35,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
245,09/21/20-191601,09/21/20-191634,32.2205810546875,142,0.29720292699337003,0.8826666474342346,0.6616837382316589,0.37310422873497007,0.848800003528595,0.5489174723625183,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,142,uniform,29,20,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
246,09/21/20-191634,09/21/20-191656,21.72706961631775,124,0.05843994298577309,0.8346666693687439,0.4011768102645874,0.05744481563568115,0.8367999792098999,0.3919014632701874,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.24,124,uniform,74,45,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
247,09/21/20-191656,09/21/20-191717,21.348172664642334,118,0.31429142836729684,0.8714666962623596,0.6058641672134399,0.35061161988973616,0.8543999791145325,0.5369910597801208,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,118,uniform,20,30,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
248,09/21/20-191718,09/21/20-191747,29.352406978607178,124,0.19654060498873394,0.9122666716575623,0.7389903664588928,0.6780573983192444,0.8416000008583069,0.5309203267097473,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,124,uniform,65,20,32,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
249,09/21/20-191747,09/21/20-191828,41.10098648071289,124,0.2895987843871117,0.8829333186149597,0.6228953003883362,0.37087545889616014,0.8496000170707703,0.5486421585083008,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.32,124,uniform,38,45,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
250,09/21/20-191829,09/21/20-191858,29.585944890975952,130,0.324221525490284,0.8653333187103271,0.577559769153595,0.3471595641374588,0.853600025177002,0.5556582808494568,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.32,130,normal,20,50,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
251,09/21/20-191858,09/21/20-191927,28.480542421340942,136,0.02759803562425077,0.9282666444778442,0.7982609272003174,0.06384818527474999,0.8399999737739563,0.5263808965682983,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,136,uniform,38,30,29,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
252,09/21/20-191927,09/21/20-191953,25.51710557937622,136,0.031080673441290854,0.9170666933059692,0.7655458450317383,0.06707671111822128,0.8295999765396118,0.5161377787590027,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,136,normal,65,25,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
253,09/21/20-191953,09/21/20-192017,24.213520526885986,142,0.3189822553793589,0.8685333132743835,0.607918918132782,0.35480216366052625,0.8496000170707703,0.5455597043037415,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,142,normal,29,55,35,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
254,09/21/20-192017,09/21/20-192041,24.07131814956665,142,0.3098580567836762,0.8762666583061218,0.6322780847549438,0.4047982842922211,0.8456000089645386,0.5542054176330566,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.24,142,normal,20,20,20,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
255,09/21/20-192042,09/21/20-192124,42.15741753578186,124,0.31511303997039797,0.8693333268165588,0.5966266989707947,0.3445449964404106,0.8503999710083008,0.5327813625335693,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,124,uniform,38,40,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
256,09/21/20-192124,09/21/20-192152,28.391310930252075,136,0.034749670766294004,0.9056000113487244,0.718341588973999,0.05946618603169918,0.8416000008583069,0.5041260123252869,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,136,normal,20,55,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
