,start,end,duration,round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
1300,09/22/20-033701,09/22/20-033724,22.953651905059814,100,0.022840603622607886,0.9461333155632019,0.8468136191368103,0.06319472259283065,0.8367999792098999,0.5550196170806885,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,100,uniform,83,40,32,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1301,09/22/20-033724,09/22/20-033753,28.526195764541626,142,0.20287077216804028,0.9088000059127808,0.7400595545768738,0.7887935850024224,0.8343999981880188,0.5100935101509094,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,142,uniform,29,20,32,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1302,09/22/20-033753,09/22/20-033816,22.829747915267944,130,0.3230356244246165,0.8712000250816345,0.5956486463546753,0.3455755412578583,0.8568000197410583,0.5856765508651733,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.32,130,normal,38,45,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1303,09/22/20-033816,09/22/20-033856,40.215404748916626,148,0.29138051088651024,0.8810666799545288,0.6305459141731262,0.35673379063606264,0.8560000061988831,0.5746585726737976,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.32,148,normal,65,55,35,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1304,09/22/20-033857,09/22/20-033913,16.414605617523193,100,0.10577601337432861,0.9538666605949402,0.8848042488098145,1.0622166409492493,0.8184000253677368,0.5400418043136597,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,100,normal,56,45,29,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1305,09/22/20-033913,09/22/20-033937,23.400753259658813,130,0.2777306181192398,0.8903999924659729,0.6726922392845154,0.39179885864257813,0.8447999954223633,0.5596904754638672,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.4,130,uniform,92,45,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1306,09/22/20-033937,09/22/20-033958,20.868042469024658,136,0.04551894652843475,0.869866669178009,0.6026407480239868,0.04913217175006866,0.8496000170707703,0.5574833154678345,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,136,uniform,65,40,29,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1307,09/22/20-033958,09/22/20-034021,23.305360317230225,142,0.07652886310219764,0.9634666442871094,0.904613196849823,1.4212502377033234,0.8159999847412109,0.5033196210861206,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,142,normal,20,45,38,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1308,09/22/20-034022,09/22/20-034040,18.343493938446045,100,0.30487225659688316,0.8781333565711975,0.6293549537658691,0.34955583593249323,0.8543999791145325,0.5698659420013428,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.24,100,uniform,74,30,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1309,09/22/20-034040,09/22/20-034104,23.874245405197144,142,0.2591857899626096,0.8922666907310486,0.6843510270118713,0.39689484190940855,0.8432000279426575,0.5598029494285583,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,142,normal,47,30,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1310,09/22/20-034105,09/22/20-034131,26.58355712890625,130,0.1890209787786007,0.9247999787330627,0.7660892009735107,0.5567096244394779,0.8416000008583069,0.5551256537437439,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,130,normal,65,50,32,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1311,09/22/20-034131,09/22/20-034200,28.53466534614563,124,0.028789750816921394,0.923466682434082,0.7870820164680481,0.06119332937896252,0.8479999899864197,0.5841431021690369,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,124,uniform,47,40,29,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1312,09/22/20-034200,09/22/20-034228,27.278781175613403,148,0.028715439399083456,0.9197333455085754,0.7730556726455688,0.06509866619855166,0.828000009059906,0.5145416855812073,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,148,uniform,47,45,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1313,09/22/20-034228,09/22/20-034300,31.705125093460083,118,0.32115137803554533,0.8706666827201843,0.6093005537986755,0.3606108575463295,0.8568000197410583,0.5649739503860474,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,118,normal,65,50,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1314,09/22/20-034300,09/22/20-034330,29.76018786430359,130,0.3291682251294454,0.862933337688446,0.572947084903717,0.3475843875408173,0.8543999791145325,0.5944894552230835,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,130,normal,83,50,26,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1315,09/22/20-034330,09/22/20-034353,23.57866597175598,142,0.05090244689583778,0.8519999980926514,0.4870159327983856,0.05344062697887421,0.8471999764442444,0.4708513617515564,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.08,142,uniform,56,35,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1316,09/22/20-034354,09/22/20-034422,28.48411798477173,136,0.32596173387765887,0.8679999709129333,0.5850247740745544,0.34405687665939333,0.8575999736785889,0.5714553594589233,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,136,normal,56,20,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1317,09/22/20-034423,09/22/20-034448,25.372071266174316,118,0.04642054918408394,0.8666666746139526,0.5817367434501648,0.048731480836868284,0.8575999736785889,0.5585566759109497,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.4,118,normal,20,45,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1318,09/22/20-034448,09/22/20-034509,20.691354513168335,142,0.04300042323768139,0.8802666664123535,0.6355955600738525,0.05080253571271896,0.8503999710083008,0.55516117811203,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,142,normal,83,40,29,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1319,09/22/20-034509,09/22/20-034542,32.585734367370605,118,0.04431939313560724,0.8741333484649658,0.5978376865386963,0.049353416308760646,0.8551999926567078,0.5257197618484497,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,118,normal,47,35,23,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1320,09/22/20-034542,09/22/20-034609,27.01755428314209,136,0.026746327586704866,0.9240000247955322,0.7739480137825012,0.06051077402383089,0.848800003528595,0.5341141819953918,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,136,uniform,38,50,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1321,09/22/20-034609,09/22/20-034630,20.881704330444336,136,0.19524611268440883,0.9146666526794434,0.7622344493865967,0.6878531723022461,0.8312000036239624,0.4931028485298157,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.4,136,uniform,92,25,23,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1322,09/22/20-034631,09/22/20-034706,34.96420383453369,136,0.3363580095370611,0.8634666800498962,0.5605354905128479,0.34474540334939957,0.8575999736785889,0.5660642385482788,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,136,uniform,74,45,26,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1323,09/22/20-034706,09/22/20-034734,28.406734228134155,106,0.34647476494312285,0.8583999872207642,0.5474808216094971,0.3539724644422531,0.8543999791145325,0.5472724437713623,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,106,uniform,83,30,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1324,09/22/20-034734,09/22/20-034759,24.86278247833252,130,0.32106006268660225,0.8682666420936584,0.59410560131073,0.34381628707051276,0.8511999845504761,0.5681902170181274,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,130,uniform,92,55,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1325,09/22/20-034800,09/22/20-034826,26.299184799194336,112,0.04965664105117321,0.862933337688446,0.5465484857559204,0.05524896451085806,0.8424000144004822,0.5118752121925354,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.0,112,uniform,56,40,38,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1326,09/22/20-034826,09/22/20-034855,29.260579109191895,106,0.0228386311752256,0.9410666823387146,0.8218563199043274,0.06610130273923277,0.8312000036239624,0.5010378360748291,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,106,uniform,83,45,32,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1327,09/22/20-034856,09/22/20-034926,29.97107195854187,112,0.02160159167717211,0.9477333426475525,0.8438529372215271,0.06750039364397525,0.8303999900817871,0.5318704843521118,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.32,112,normal,83,35,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1328,09/22/20-034926,09/22/20-034957,31.474164247512817,124,0.3205462485452493,0.867733359336853,0.590781569480896,0.34953845089673996,0.8543999791145325,0.5555627346038818,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.16,124,normal,47,20,35,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1329,09/22/20-034958,09/22/20-035019,21.175553798675537,142,0.3229930224219958,0.8685333132743835,0.5969206094741821,0.3508489718437195,0.8568000197410583,0.5874350070953369,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.4,142,normal,20,55,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1330,09/22/20-035019,09/22/20-035037,17.933645963668823,118,0.045016226559877394,0.8717333078384399,0.5953848958015442,0.048174255341291425,0.8600000143051147,0.5834437608718872,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,118,uniform,47,45,38,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1331,09/22/20-035037,09/22/20-035104,26.60386633872986,124,0.13087353812903166,0.9495999813079834,0.8541958332061768,1.2786469951868058,0.7943999767303467,0.5013068318367004,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,124,uniform,56,45,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1332,09/22/20-035104,09/22/20-035123,19.108853101730347,136,0.026122549892403184,0.9351999759674072,0.8157735466957092,0.06206786501407623,0.8399999737739563,0.5196560621261597,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,136,normal,56,20,35,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1333,09/22/20-035124,09/22/20-035147,23.64189863204956,142,0.31606785249710084,0.869866669178009,0.6127041578292847,0.3490973882675171,0.848800003528595,0.5103316307067871,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,142,uniform,65,35,32,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1334,09/22/20-035148,09/22/20-035207,19.8464994430542,112,0.04712917037308216,0.8672000169754028,0.5970326662063599,0.04933220230042935,0.853600025177002,0.557443380355835,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,112,uniform,29,35,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1335,09/22/20-035208,09/22/20-035230,22.25267767906189,130,0.02413701343582943,0.9362666606903076,0.8113488554954529,0.06436867281794548,0.8392000198364258,0.5617329478263855,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.0,130,normal,29,55,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1336,09/22/20-035230,09/22/20-035252,21.59837532043457,136,0.31386109854777655,0.8693333268165588,0.6167488098144531,0.3477187491059303,0.8543999791145325,0.5246351957321167,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,136,normal,56,45,35,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1337,09/22/20-035252,09/22/20-035314,21.9844491481781,136,0.059554283261299135,0.8375999927520752,0.4200323224067688,0.05802127259969711,0.8375999927520752,0.4089497923851013,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,136,uniform,65,40,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1338,09/22/20-035315,09/22/20-035332,17.00435209274292,100,0.40270731747150423,0.8242666721343994,0.37165921926498413,0.4084760409593582,0.8256000280380249,0.39633387327194214,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.32,100,uniform,74,55,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1339,09/22/20-035332,09/22/20-035403,30.84024477005005,124,0.022062636308600333,0.9455999732017517,0.8449307680130005,0.06389073890447616,0.8464000225067139,0.5384883880615234,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,124,uniform,56,45,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1340,09/22/20-035403,09/22/20-035423,19.851194858551025,124,0.21309472286701203,0.9168000221252441,0.7648189663887024,0.4746637055873871,0.8352000117301941,0.510545015335083,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,124,normal,65,30,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1341,09/22/20-035423,09/22/20-035441,17.766537189483643,118,0.03793943314254284,0.899733304977417,0.7027800679206848,0.055737409323453904,0.8447999954223633,0.5259625315666199,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,118,normal,20,45,23,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1342,09/22/20-035441,09/22/20-035512,31.231348276138306,112,0.02795016525592655,0.9250666499137878,0.7754214406013489,0.05782196363806725,0.843999981880188,0.5384511351585388,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.08,112,uniform,65,55,29,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1343,09/22/20-035513,09/22/20-035553,40.65808296203613,148,0.04449002440273762,0.8727999925613403,0.581472635269165,0.0490430584102869,0.853600025177002,0.5479877591133118,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.32,148,normal,92,55,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1344,09/22/20-035554,09/22/20-035617,23.575854539871216,136,0.030710257780117295,0.9138666391372681,0.7515026330947876,0.059668573774397375,0.8471999764442444,0.5568791031837463,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,136,uniform,74,40,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1345,09/22/20-035618,09/22/20-035643,25.037609815597534,100,0.3264950569669406,0.869866669178009,0.5867501497268677,0.3461349265575409,0.8575999736785889,0.5586801767349243,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.24,100,uniform,20,35,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1346,09/22/20-035643,09/22/20-035703,20.098694801330566,124,0.027294320339104162,0.9322666525840759,0.8204620480537415,0.06650210857391357,0.8343999981880188,0.5324820876121521,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,124,uniform,83,20,23,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1347,09/22/20-035703,09/22/20-035720,16.5624897480011,106,0.12622501874218384,0.9477333426475525,0.8522061109542847,0.9479803130626678,0.7975999712944031,0.46780315041542053,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,106,normal,83,45,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1348,09/22/20-035720,09/22/20-035752,31.79352068901062,130,0.1663393306185802,0.9405333399772644,0.8166177272796631,0.6605629004240036,0.8208000063896179,0.518507719039917,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.24,130,uniform,83,25,35,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1349,09/22/20-035752,09/22/20-035808,15.511813402175903,100,0.04654085173457861,0.8682666420936584,0.593835711479187,0.049128129072487356,0.853600025177002,0.5402800440788269,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,100,normal,29,25,26,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1350,09/22/20-035808,09/22/20-035828,19.90773892402649,112,0.2921548044681549,0.8773333430290222,0.6258136034011841,0.355173887014389,0.8528000116348267,0.5636193752288818,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.0,112,normal,47,40,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1351,09/22/20-035828,09/22/20-035857,28.45691466331482,112,0.022408003995119392,0.9450666904449463,0.8335666060447693,0.06413903876021504,0.8432000279426575,0.5660572052001953,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,112,uniform,56,35,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1352,09/22/20-035857,09/22/20-035917,20.223203659057617,130,0.32467494583129886,0.8661333322525024,0.5924262404441833,0.3514813344478607,0.8528000116348267,0.5275107622146606,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,130,normal,47,25,20,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1353,09/22/20-035918,09/22/20-035936,18.230965614318848,106,0.04355298506716887,0.8749333620071411,0.614128828048706,0.04959543351083994,0.8519999980926514,0.5629849433898926,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,106,normal,92,45,26,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1354,09/22/20-035936,09/22/20-035955,18.41902208328247,112,0.27102117260297137,0.8912000060081482,0.6809694170951843,0.40517418205738065,0.8424000144004822,0.5137887001037598,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,112,uniform,29,45,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1355,09/22/20-035955,09/22/20-040012,17.375089406967163,112,0.052613189081350965,0.8517333269119263,0.4722004532814026,0.05431196262687445,0.8479999899864197,0.4914560914039612,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,112,uniform,65,45,29,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1356,09/22/20-040013,09/22/20-040034,21.75335431098938,100,0.04704484152793884,0.8637333512306213,0.5819280743598938,0.04878360369801521,0.8575999736785889,0.5727218389511108,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.4,100,uniform,20,40,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1357,09/22/20-040035,09/22/20-040111,36.680349588394165,136,0.3302425434192022,0.8653333187103271,0.5566341876983643,0.35501897048950193,0.853600025177002,0.526644229888916,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,136,uniform,20,50,35,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1358,09/22/20-040112,09/22/20-040129,17.785093307495117,112,0.17305700594186782,0.9226666688919067,0.7722678780555725,0.8719311759471894,0.8295999765396118,0.472728967666626,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.24,112,uniform,38,40,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1359,09/22/20-040130,09/22/20-040152,22.10432195663452,100,0.02026631894055754,0.951200008392334,0.8554309606552124,0.06508100869506597,0.8335999846458435,0.48491430282592773,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,100,normal,92,45,38,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1360,09/22/20-040152,09/22/20-040211,19.14185357093811,112,0.061692306901017825,0.8282666802406311,0.3493136763572693,0.06042348996549845,0.8327999711036682,0.3874761462211609,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,112,uniform,56,20,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1361,09/22/20-040211,09/22/20-040233,21.438354015350342,130,0.03053595027886331,0.9192000031471252,0.7553502321243286,0.06545194848254322,0.8360000252723694,0.5369330048561096,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,130,uniform,38,30,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1362,09/22/20-040233,09/22/20-040255,21.38129234313965,124,0.2598817884127299,0.9005333185195923,0.6908636689186096,0.4331283176243305,0.8479999899864197,0.5081921219825745,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.24,124,uniform,47,45,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1363,09/22/20-040255,09/22/20-040323,28.47527575492859,100,0.19529552734146516,0.9157333374023438,0.7469796538352966,0.6392940739989281,0.828000009059906,0.5116920471191406,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.08,100,uniform,38,45,29,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1364,09/22/20-040324,09/22/20-040359,35.25033974647522,142,0.04479613819764927,0.8744000196456909,0.6186434626579285,0.04923503979668021,0.8543999791145325,0.524298369884491,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.24,142,uniform,38,50,23,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1365,09/22/20-040359,09/22/20-040425,25.825376510620117,148,0.03385435038479045,0.9117333292961121,0.7339552640914917,0.054505301356315615,0.853600025177002,0.5582760572433472,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.4,148,uniform,38,20,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1366,09/22/20-040425,09/22/20-040443,17.237823009490967,100,0.05715819756189982,0.8434666395187378,0.4420343041419983,0.05996099896728992,0.8352000117301941,0.4365294575691223,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,100,uniform,92,30,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1367,09/22/20-040443,09/22/20-040505,21.525400161743164,124,0.20273580050468445,0.9111999869346619,0.7360085844993591,0.5861376340389252,0.8352000117301941,0.5290961265563965,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,124,normal,92,30,35,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1368,09/22/20-040505,09/22/20-040525,19.73581624031067,100,0.2728491043150425,0.8903999924659729,0.666009247303009,0.37623137760162356,0.8503999710083008,0.5116648077964783,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,100,normal,38,35,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1369,09/22/20-040525,09/22/20-040542,17.494543075561523,100,0.04446048602461815,0.8693333268165588,0.603420615196228,0.048925824947655204,0.8583999872207642,0.5781729221343994,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,100,normal,65,55,20,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1370,09/22/20-040543,09/22/20-040612,29.785950183868408,124,0.019238487767180776,0.9527999758720398,0.8680676817893982,0.06734870186075569,0.8320000171661377,0.49644729495048523,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,124,uniform,74,25,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1371,09/22/20-040613,09/22/20-040634,21.277395725250244,106,0.254572387650609,0.8965333104133606,0.7019234895706177,0.4000627198815346,0.8496000170707703,0.5439775586128235,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,106,uniform,65,30,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
