round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
125,0.8863010283708572,0.8248000144958496,0.516648530960083,0.1137712951550881,0.9525333,0.8742982,relu,sigmoid,55,0.1,125,normal,60,25,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.38446161031723025,0.8416000008583069,0.5689399838447571,0.2566885170141856,0.89626664,0.6972695,relu,sigmoid,40,0.1,100,normal,68,35,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.36377935433387754,0.8519999980926514,0.5743414163589478,0.2766156108379364,0.8861333,0.6770638,relu,sigmoid,60,0.25,100,normal,64,35,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.4015016288161278,0.848800003528595,0.5259616374969482,0.27009413444002467,0.8941333,0.70334667,relu,sigmoid,55,0.2,105,normal,64,20,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.40135204362869265,0.8407999873161316,0.5271364450454712,0.24875663872559867,0.9048,0.7310204,relu,sigmoid,40,0.3,125,normal,76,20,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.376465296626091,0.8600000143051147,0.5454368591308594,0.27954104826847714,0.8864,0.6690215,relu,sigmoid,55,0.3,130,normal,64,10,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.5275009298324584,0.8208000063896179,0.5256843566894531,0.19735229221979778,0.92106664,0.7770126,relu,sigmoid,40,0.15,130,normal,60,50,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.36878159618377687,0.8375999927520752,0.5462309718132019,0.2697280518213908,0.8941333,0.70134646,relu,sigmoid,40,0.3,125,normal,60,10,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,1.0175151252746581,0.8136000037193298,0.5286031365394592,0.1120760112007459,0.94666666,0.85911345,relu,sigmoid,50,0.25,105,normal,60,50,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.3902281460762024,0.843999981880188,0.5762342214584351,0.2594894681771596,0.9,0.7210936,relu,sigmoid,40,0.25,105,normal,64,60,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.9793504042625427,0.8208000063896179,0.5188122987747192,0.1048432911336422,0.9474667,0.8639837,relu,sigmoid,60,0.25,110,normal,68,55,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.5556247925758362,0.8191999793052673,0.514980137348175,0.20950823608040808,0.9202667,0.7763675,relu,sigmoid,45,0.25,130,normal,72,45,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.45456423127651213,0.8320000171661377,0.5404396653175354,0.22522556591033935,0.91146666,0.7582765,relu,sigmoid,45,0.1,110,normal,64,25,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.45446166276931765,0.8248000144958496,0.553762674331665,0.22501307994127273,0.91866666,0.78439486,relu,sigmoid,50,0.2,120,normal,76,25,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.4685565962791443,0.8399999737739563,0.5175778269767761,0.1987377039194107,0.91973335,0.7897478,relu,sigmoid,60,0.15,105,normal,72,25,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.37351029700040816,0.8583999872207642,0.5607467293739319,0.2498929127951463,0.9045333,0.7309577,relu,sigmoid,55,0.15,115,normal,68,10,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,1.1688917274475097,0.8104000091552734,0.5307432413101196,0.09329395327965419,0.9584,0.8933586,relu,sigmoid,40,0.25,115,normal,68,50,28,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.5307579636573792,0.8479999899864197,0.5368477702140808,0.1609486529827118,0.9408,0.84447825,relu,sigmoid,60,0.15,115,normal,76,45,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.8996296174526215,0.8312000036239624,0.5181283354759216,0.11490330419441064,0.9501333,0.8578663,relu,sigmoid,55,0.1,130,normal,60,40,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.592220936536789,0.8184000253677368,0.5143435597419739,0.20145596089959145,0.92186666,0.79268026,relu,sigmoid,45,0.1,130,normal,68,10,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.8053306484222412,0.8240000009536743,0.5101384520530701,0.13988545405864716,0.93546665,0.8201692,relu,sigmoid,60,0.25,100,normal,76,35,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.8227498178482056,0.8159999847412109,0.5309922695159912,0.12708726306756338,0.9392,0.8405082,relu,sigmoid,40,0.15,100,normal,60,35,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.46795755207538603,0.8375999927520752,0.5349025130271912,0.21889792303244274,0.9109333,0.7442732,relu,sigmoid,50,0.3,110,normal,76,45,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3607800835371017,0.8551999926567078,0.5728222131729126,0.28949940582116446,0.8872,0.68142396,relu,sigmoid,50,0.3,100,normal,60,40,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.48116874742507937,0.8303999900817871,0.5229220986366272,0.19572518438100814,0.92373335,0.79358095,relu,sigmoid,60,0.25,100,normal,60,60,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,1.1862277525663376,0.8176000118255615,0.506037175655365,0.09737882625311613,0.9573333,0.88924664,relu,sigmoid,45,0.25,115,normal,76,45,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.41939598083496094,0.8223999738693237,0.5165305137634277,0.23169783413410186,0.90826666,0.7537711,relu,sigmoid,50,0.1,130,normal,76,60,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.8540893387794495,0.8112000226974487,0.4982001781463623,0.13508840868870417,0.94373333,0.8537281,relu,sigmoid,50,0.15,120,normal,72,30,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.45347699987888335,0.828000009059906,0.5130079388618469,0.22158394123117128,0.912,0.758987,relu,sigmoid,55,0.3,115,normal,72,40,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.520219733953476,0.8456000089645386,0.541732907295227,0.15714196574687958,0.936,0.8250432,relu,sigmoid,45,0.3,125,normal,68,55,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.40528026819229124,0.8360000252723694,0.544058620929718,0.23793326805035273,0.9024,0.7223235,relu,sigmoid,50,0.15,105,normal,64,25,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4607209062576294,0.8479999899864197,0.5063578486442566,0.2160074077049891,0.9141333,0.76919466,relu,sigmoid,50,0.15,110,normal,64,45,28,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.6341071622371673,0.8416000008583069,0.499860942363739,0.14496438584725063,0.94026667,0.837874,relu,sigmoid,55,0.1,105,normal,68,25,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.9574914734363555,0.8360000252723694,0.5140613317489624,0.12727174839377403,0.9346667,0.81154776,relu,sigmoid,45,0.3,110,normal,68,50,28,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.38386290514469146,0.8424000144004822,0.5684736967086792,0.25825101377566656,0.8965333,0.71392995,relu,sigmoid,55,0.3,130,normal,76,25,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.40307962703704836,0.8407999873161316,0.5102813839912415,0.2569509261449178,0.89893335,0.7171776,relu,sigmoid,55,0.15,125,normal,68,10,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.7325009244084358,0.8184000253677368,0.513394296169281,0.14027908700704575,0.9397333,0.8381395,relu,sigmoid,55,0.15,130,normal,72,50,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4551824142932892,0.8416000008583069,0.5206392407417297,0.2189193867444992,0.91546667,0.7633142,relu,sigmoid,60,0.1,130,normal,76,15,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3537589198350906,0.8600000143051147,0.5785048604011536,0.2948395788669586,0.88,0.65919316,relu,sigmoid,50,0.2,100,normal,72,10,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.6568079195618629,0.8303999900817871,0.519307553768158,0.14396105277538299,0.9408,0.84390485,relu,sigmoid,45,0.1,125,normal,64,40,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.6281695597171784,0.8127999901771545,0.5133444666862488,0.17397549334168433,0.93546665,0.82643235,relu,sigmoid,55,0.25,100,normal,76,15,28,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3741834785938263,0.8496000170707703,0.5333800315856934,0.26049345391988754,0.8973333,0.7117671,relu,sigmoid,45,0.1,105,normal,72,50,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.548669580578804,0.8327999711036682,0.532700777053833,0.18184773449599742,0.9264,0.78377867,relu,sigmoid,45,0.15,125,normal,64,55,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.38830980777740476,0.8456000089645386,0.5614070296287537,0.2693636021018028,0.8933333,0.70596033,relu,sigmoid,50,0.2,120,normal,72,15,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.483205059170723,0.8263999819755554,0.5177556276321411,0.2158728051185608,0.9104,0.7586428,relu,sigmoid,45,0.1,110,normal,68,35,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.3800985312461853,0.848800003528595,0.567879319190979,0.26057066907485327,0.89786667,0.70975184,relu,sigmoid,50,0.25,130,normal,60,25,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.35997951531410216,0.8432000279426575,0.5699466466903687,0.273230313539505,0.8912,0.7027682,relu,sigmoid,60,0.3,130,normal,60,25,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.3541745359301567,0.8575999736785889,0.5846272706985474,0.2767628541787465,0.88773334,0.67106265,relu,sigmoid,55,0.2,130,normal,72,25,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.47540798181295396,0.8464000225067139,0.5165516138076782,0.19925210830569268,0.9170667,0.7697497,relu,sigmoid,45,0.2,105,normal,76,40,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.38508513909578324,0.8464000225067139,0.530900239944458,0.25939500085512796,0.8994667,0.7233486,relu,sigmoid,55,0.2,100,normal,60,10,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.5833176078796387,0.8151999711990356,0.5408976674079895,0.16188837152719499,0.93653333,0.8311072,relu,sigmoid,60,0.3,110,normal,64,50,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.37850424015522005,0.8592000007629395,0.5328628420829773,0.25367973458766935,0.90106666,0.7092725,relu,sigmoid,45,0.3,110,normal,76,35,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.39584629619121553,0.8303999900817871,0.5516596436500549,0.2784698180556297,0.89306664,0.6919293,relu,sigmoid,55,0.3,100,normal,64,10,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.38646224641799926,0.8447999954223633,0.5701133012771606,0.267398739695549,0.89626664,0.71268624,relu,sigmoid,40,0.25,105,normal,64,25,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3860171728730202,0.8471999764442444,0.5528032183647156,0.25619913946588835,0.90346664,0.7352916,relu,sigmoid,55,0.3,110,normal,72,50,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.4977292675971985,0.8208000063896179,0.5306167006492615,0.2240319858789444,0.9194667,0.7782321,relu,sigmoid,60,0.25,105,normal,76,30,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4364777048826218,0.8127999901771545,0.5361083745956421,0.23129091162482898,0.904,0.736019,relu,sigmoid,55,0.1,115,normal,76,10,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.6099860012531281,0.8191999793052673,0.5192891359329224,0.15435823299984136,0.9384,0.8352927,relu,sigmoid,55,0.3,110,normal,64,60,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,1.4139530982971191,0.8295999765396118,0.5058650970458984,0.07881385805209477,0.96533334,0.91351783,relu,sigmoid,40,0.2,105,normal,68,60,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4895261356830597,0.8248000144958496,0.5093634128570557,0.20083062797784806,0.92106664,0.78053254,relu,sigmoid,60,0.3,100,normal,76,35,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.38875246143341063,0.8352000117301941,0.5514761805534363,0.25667007410526277,0.9005333,0.7262852,relu,sigmoid,60,0.3,100,normal,60,20,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.7186681047677994,0.8216000199317932,0.5327596068382263,0.13435018673539162,0.93866664,0.8374139,relu,sigmoid,45,0.3,105,normal,72,20,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.5367926113605499,0.8208000063896179,0.5168332457542419,0.17252141405145327,0.9285333,0.8103744,relu,sigmoid,55,0.2,125,normal,60,50,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.48423231720924376,0.8456000089645386,0.5469733476638794,0.19919706309835117,0.924,0.7939904,relu,sigmoid,55,0.15,130,normal,64,50,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.42431584215164186,0.8184000253677368,0.5575807094573975,0.2657577815055847,0.89386666,0.70838666,relu,sigmoid,60,0.15,125,normal,68,10,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.4530626290440559,0.8543999791145325,0.49274715781211853,0.23966140544414521,0.90106666,0.7174263,relu,sigmoid,45,0.3,110,normal,60,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.4641825032234192,0.8248000144958496,0.5181213617324829,0.22927094101905823,0.91013336,0.7532156,relu,sigmoid,45,0.15,110,normal,76,20,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.43867666947841644,0.8208000063896179,0.5228286981582642,0.23200707710782686,0.912,0.7575148,relu,sigmoid,55,0.1,130,normal,64,10,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4629428284168243,0.8208000063896179,0.509696364402771,0.23165401256084442,0.9072,0.7546265,relu,sigmoid,55,0.15,115,normal,64,40,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.37935567438602447,0.8416000008583069,0.5436297059059143,0.27210869938135146,0.8869333,0.68668103,relu,sigmoid,50,0.1,100,normal,60,40,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.365886008143425,0.8511999845504761,0.5808053016662598,0.2835090877612432,0.8842667,0.6804075,relu,sigmoid,50,0.3,120,normal,72,25,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.41427274912595746,0.8312000036239624,0.5019999146461487,0.2575790548622608,0.89493334,0.70455784,relu,sigmoid,55,0.1,105,normal,72,25,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.4355637512803078,0.8399999737739563,0.5180875658988953,0.21677525915205478,0.91786665,0.77011836,relu,sigmoid,45,0.15,130,normal,60,55,32,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.7631336345672607,0.8008000254631042,0.506236732006073,0.14753742009401322,0.9352,0.8314285,relu,sigmoid,60,0.15,100,normal,72,35,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.46689136743545534,0.8343999981880188,0.5487720966339111,0.2146542552113533,0.9136,0.7628804,relu,sigmoid,50,0.3,100,normal,72,20,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.5191342997550964,0.8191999793052673,0.5453900098800659,0.18338362658023835,0.9312,0.818162,relu,sigmoid,60,0.15,120,normal,68,45,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,1.066594295024872,0.8136000037193298,0.5219338536262512,0.09172495847940446,0.9626667,0.9076413,relu,sigmoid,60,0.15,125,normal,68,35,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.40553864753246305,0.828000009059906,0.5689103007316589,0.26753889135519665,0.8933333,0.70357364,relu,sigmoid,55,0.25,125,normal,72,35,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.3736429100036621,0.8399999737739563,0.5674554109573364,0.276073991338412,0.89306664,0.6901138,relu,sigmoid,55,0.2,125,normal,76,45,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.68290322971344,0.8095999956130981,0.4975011944770813,0.12771041542291642,0.94773334,0.8611395,relu,sigmoid,60,0.1,125,normal,64,60,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.6088732523918152,0.8432000279426575,0.5316272377967834,0.14387593758106232,0.9429333,0.85005844,relu,sigmoid,60,0.1,120,normal,76,55,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.368820285320282,0.8503999710083008,0.5532708168029785,0.2786540343165398,0.8901333,0.6875814,relu,sigmoid,55,0.3,110,normal,64,35,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.4803561170101166,0.8384000062942505,0.522681713104248,0.20337087647120158,0.9213333,0.76363146,relu,sigmoid,55,0.3,110,normal,60,35,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,1.1416590542793275,0.8256000280380249,0.5232363939285278,0.07068535436938206,0.9632,0.90318716,relu,sigmoid,55,0.25,120,normal,60,60,28,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.38188431441783904,0.8392000198364258,0.5529375672340393,0.26182991862297056,0.8946667,0.704218,relu,sigmoid,50,0.15,130,normal,68,20,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,1.2024875342845918,0.8087999820709229,0.5006020665168762,0.09376537829637527,0.95893335,0.8971473,relu,sigmoid,50,0.1,110,normal,68,50,36,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.36946690464019777,0.853600025177002,0.5453364849090576,0.2615943031311035,0.89573336,0.691183,relu,sigmoid,40,0.1,130,normal,60,40,28,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.4009946310520172,0.8519999980926514,0.5046406984329224,0.23313640654087067,0.9077333,0.7443837,relu,sigmoid,60,0.15,110,normal,76,15,36,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,1.2167082767486572,0.8312000036239624,0.5325371026992798,0.07024331402778626,0.96933335,0.91988146,relu,sigmoid,40,0.25,125,normal,76,60,24,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
