round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
110,0.29049809366464613,0.8778667,0.66530067,0.33491398334503175,0.8664,0.57589996,relu,sigmoid,75,0.06,110,normal,115,40,40,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.2516519454717636,0.89893335,0.73111415,0.3540498752593994,0.8576,0.548396,relu,sigmoid,60,0.18,110,normal,100,40,40,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.28403892302513123,0.8832,0.67844343,0.34825714826583865,0.856,0.557294,relu,sigmoid,40,0.0,110,normal,80,43,40,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2841321113705635,0.8850667,0.692067,0.34054658085107803,0.8568,0.58270824,relu,sigmoid,75,0.24,100,normal,105,49,43,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.30192374340693157,0.8810667,0.6641407,0.33575054216384886,0.8616,0.5608954,relu,sigmoid,80,0.18,110,normal,80,31,31,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3030410270690918,0.8797333,0.67363983,0.32810531568527224,0.8672,0.56931436,relu,sigmoid,80,0.3,100,normal,100,37,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.2952859196662903,0.8768,0.6599472,0.32739253860712053,0.8672,0.5350813,relu,sigmoid,65,0.06,105,normal,95,25,43,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3085910016298294,0.8712,0.6403763,0.32759439677000046,0.8672,0.5690264,relu,sigmoid,75,0.06,105,normal,50,40,43,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.31359335803985594,0.8666667,0.6350158,0.32345641374588013,0.8736,0.5658217,relu,sigmoid,80,0.0,110,normal,70,43,43,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.26312011194229123,0.89786667,0.7074489,0.3481513032913208,0.8592,0.52347535,relu,sigmoid,40,0.3,110,normal,115,40,34,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2845326043566068,0.88266665,0.67469823,0.33129849606752393,0.864,0.5721585,relu,sigmoid,55,0.06,110,normal,90,46,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.29023148626089096,0.8784,0.6610151,0.32759908854961395,0.8672,0.5687291,relu,sigmoid,75,0.06,100,normal,90,25,40,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2713584148287773,0.8946667,0.71218544,0.3420848460793495,0.8608,0.5449964,relu,sigmoid,65,0.24,100,normal,115,34,34,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.32333987482388815,0.86906666,0.639404,0.3241886525154114,0.8736,0.5766087,relu,sigmoid,80,0.18,100,normal,65,31,43,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3094276969432831,0.8757333,0.64304125,0.32461067152023315,0.8688,0.5799309,relu,sigmoid,60,0.3,110,normal,80,31,34,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.27789836091796555,0.88453335,0.6689602,0.3319200555086136,0.8624,0.5554795,relu,sigmoid,55,0.06,100,normal,115,28,40,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.2861007708708445,0.8832,0.66416585,0.33254239720106127,0.8704,0.560434,relu,sigmoid,55,0.0,105,normal,100,37,28,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30446601086854935,0.8736,0.6409181,0.32915260070562363,0.8616,0.5368081,relu,sigmoid,45,0.12,100,normal,85,31,25,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.34135369857152303,0.85786664,0.577009,0.344549289226532,0.8664,0.50811064,relu,sigmoid,80,0.06,110,normal,50,40,25,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.27039320588111876,0.8928,0.6975604,0.34828807455301286,0.8656,0.55754006,relu,sigmoid,35,0.0,105,normal,85,34,40,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.3093522101640701,0.8712,0.6355023,0.32390654265880586,0.8744,0.57639277,relu,sigmoid,50,0.12,105,normal,50,28,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3067062671581904,0.8757333,0.6535651,0.3262677584886551,0.8632,0.52225614,relu,sigmoid,70,0.3,100,normal,60,46,37,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.2957350490093231,0.87946665,0.6594482,0.336525511264801,0.8568,0.55516535,relu,sigmoid,60,0.0,105,normal,110,37,34,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30957067624727885,0.8738667,0.6496723,0.3291978578567505,0.868,0.59005857,relu,sigmoid,70,0.12,100,normal,80,28,34,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.2844307599862417,0.8821333,0.67294204,0.33908831191062927,0.8688,0.51422083,relu,sigmoid,40,0.12,110,normal,80,43,40,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29295707790056863,0.8789333,0.66027534,0.32736928433179857,0.8712,0.5698714,relu,sigmoid,55,0.0,110,normal,65,43,43,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2893379540195068,0.8829333,0.6778373,0.3359865313768387,0.8576,0.5475014,relu,sigmoid,55,0.24,100,normal,110,40,34,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.31700529098510744,0.8685333,0.6302296,0.32214220881462097,0.8752,0.5475308,relu,sigmoid,50,0.06,105,normal,55,31,37,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.2982017357349396,0.8832,0.65956086,0.3306659379005432,0.86,0.52749854,relu,sigmoid,40,0.3,110,normal,105,49,31,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3141273846626282,0.8725333,0.64565,0.3214653108119965,0.8696,0.53664577,relu,sigmoid,60,0.3,110,normal,90,43,28,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29517505639791486,0.8818667,0.65980494,0.3351784588098526,0.8584,0.5660984,relu,sigmoid,55,0.18,110,normal,105,46,25,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.29937503198782606,0.87946665,0.6656792,0.3230959166288376,0.8728,0.5731869,relu,sigmoid,55,0.06,105,normal,105,25,28,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2633133988976479,0.8901333,0.6992963,0.3620525959730148,0.8456,0.5389732,relu,sigmoid,45,0.06,100,normal,105,25,37,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3135197251637777,0.868,0.6287861,0.32948307740688326,0.8712,0.5859702,relu,sigmoid,70,0.0,105,normal,70,28,31,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3039114526907603,0.8757333,0.6546826,0.32850290536880494,0.8696,0.5778939,relu,sigmoid,70,0.24,100,normal,80,49,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2895142812728882,0.8789333,0.65614295,0.3354574863910675,0.8608,0.5728542,relu,sigmoid,70,0.0,100,normal,115,37,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2851710524161657,0.8842667,0.67282426,0.34218339204788206,0.8592,0.5705551,relu,sigmoid,50,0.0,100,normal,95,25,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.295207860827446,0.8818667,0.6641212,0.32282636189460756,0.868,0.5800279,relu,sigmoid,60,0.18,100,normal,100,28,40,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.30560814301172895,0.87866664,0.6475895,0.3310708101391792,0.8688,0.57935494,relu,sigmoid,55,0.24,110,normal,105,28,31,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.3081632109483083,0.87413335,0.65481746,0.3256194347143173,0.872,0.5516174,relu,sigmoid,50,0.24,105,normal,55,34,37,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.2819085067510605,0.8832,0.6596427,0.34319637835025785,0.8576,0.5565791,relu,sigmoid,50,0.12,105,normal,105,43,34,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3067441122531891,0.8752,0.6572582,0.33279897248744966,0.8736,0.5982543,relu,sigmoid,70,0.0,100,normal,80,25,25,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.29686940175294874,0.8784,0.64932185,0.33700291854143144,0.856,0.5429998,relu,sigmoid,45,0.3,110,normal,105,37,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.34846171593666075,0.8642667,0.59585863,0.343922393321991,0.8696,0.5271573,relu,sigmoid,60,0.3,105,normal,60,31,28,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30700280608733493,0.8704,0.62241834,0.3333578106164932,0.8624,0.5603692,relu,sigmoid,55,0.0,100,normal,65,49,43,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.2900971364974976,0.88346666,0.6711571,0.33457670897245406,0.8656,0.5797277,relu,sigmoid,75,0.18,105,normal,95,28,31,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3126102135181427,0.8693333,0.63330156,0.32836832451820375,0.8696,0.57582116,relu,sigmoid,70,0.0,100,normal,55,46,37,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3017070959806442,0.8757333,0.65979457,0.3254671028256416,0.868,0.5665724,relu,sigmoid,55,0.06,100,normal,80,40,28,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3062742902437846,0.8746667,0.6455094,0.32772868061065674,0.8656,0.565805,relu,sigmoid,40,0.3,100,normal,95,37,31,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.28271216581513486,0.8893333,0.6939532,0.3407798274755478,0.8616,0.5270307,relu,sigmoid,35,0.3,110,normal,75,28,40,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.31353352495034537,0.86906666,0.6384178,0.3251833236813545,0.868,0.5409328,relu,sigmoid,65,0.18,105,normal,55,43,34,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3095222076773643,0.8714667,0.63955194,0.3211539947986603,0.8688,0.57369643,relu,sigmoid,75,0.3,110,normal,50,46,43,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3365761985381444,0.8648,0.60212344,0.34460625171661374,0.864,0.52313983,relu,sigmoid,50,0.06,100,normal,50,31,31,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.28346263599395755,0.88746667,0.6915376,0.33322223258018496,0.8624,0.57123685,relu,sigmoid,60,0.24,110,normal,95,49,37,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.27096597478787104,0.8882667,0.6904373,0.3341889130473137,0.8672,0.56726015,relu,sigmoid,65,0.0,100,normal,110,46,40,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.279126786539952,0.8882667,0.6887275,0.3586892189979553,0.844,0.5492599,relu,sigmoid,35,0.24,100,normal,115,43,25,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2916104883352915,0.87946665,0.6590895,0.3234579836130142,0.868,0.5836095,relu,sigmoid,70,0.0,100,normal,90,37,43,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3101795853773753,0.87733334,0.6628495,0.3300514812469482,0.8696,0.5763516,relu,sigmoid,80,0.3,100,normal,65,46,31,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.2973084160884221,0.8810667,0.6687068,0.32580449932813643,0.8704,0.5653809,relu,sigmoid,55,0.3,105,normal,105,37,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2880920982956886,0.88026667,0.67134535,0.34104464316368105,0.8568,0.5597143,relu,sigmoid,60,0.12,100,normal,90,34,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.29843373131752016,0.8768,0.64042604,0.3274131097793579,0.8672,0.53498995,relu,sigmoid,40,0.24,110,normal,65,46,31,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.29067433297634127,0.87946665,0.66133153,0.33125270855426786,0.8672,0.57672036,relu,sigmoid,70,0.0,100,normal,100,46,31,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.31553675532341,0.8685333,0.62538373,0.3240251535177231,0.8704,0.56337345,relu,sigmoid,50,0.12,100,normal,95,25,25,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29144623438517253,0.87733334,0.6567089,0.32879851579666136,0.8608,0.5629421,relu,sigmoid,80,0.0,110,normal,115,31,43,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3198203451434771,0.87013334,0.6383528,0.3263508642911911,0.8672,0.52264905,relu,sigmoid,65,0.18,100,normal,55,34,28,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.31329847395420074,0.87013334,0.6296904,0.32974386304616926,0.8664,0.58111674,relu,sigmoid,75,0.06,100,normal,50,25,40,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.28483521755536395,0.884,0.6724553,0.3263767104148865,0.8624,0.56748974,relu,sigmoid,80,0.24,110,normal,105,37,37,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3098670621713003,0.8757333,0.643385,0.331542409658432,0.8688,0.5637498,relu,sigmoid,55,0.24,110,normal,105,25,25,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.29518007680773733,0.8784,0.642522,0.3281023934483528,0.8688,0.54681325,relu,sigmoid,35,0.12,105,normal,65,40,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.29462960624694823,0.8784,0.65577716,0.3270644290447235,0.872,0.5572173,relu,sigmoid,60,0.06,100,normal,75,49,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.34396248453855516,0.8592,0.5785319,0.34343338376283644,0.8648,0.4937149,relu,sigmoid,45,0.06,105,normal,70,28,28,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2984934958815575,0.87546664,0.6377794,0.32216355681419373,0.8688,0.5695047,relu,sigmoid,75,0.0,100,normal,100,34,34,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2921749885082245,0.8776,0.6534079,0.34648274183273314,0.8552,0.5550764,relu,sigmoid,40,0.3,110,normal,80,43,43,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30399107960859933,0.87413335,0.6329589,0.32956609350442884,0.8704,0.56359,relu,sigmoid,55,0.3,100,normal,65,40,34,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.30942342249552407,0.87093335,0.6269093,0.3313974537849426,0.8648,0.5149668,relu,sigmoid,40,0.06,110,normal,60,40,40,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2990895183086395,0.8784,0.66744626,0.3355591986179352,0.8656,0.5662131,relu,sigmoid,60,0.0,100,normal,80,37,34,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3111114105383555,0.8704,0.63758177,0.3263768321275711,0.8736,0.56008667,relu,sigmoid,65,0.06,110,normal,70,25,28,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.31524035334587097,0.8672,0.63079554,0.32495424419641494,0.8712,0.54211724,relu,sigmoid,75,0.0,110,normal,70,28,28,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3053780826926231,0.87813336,0.6655601,0.3280028519034386,0.868,0.58050555,relu,sigmoid,75,0.24,110,normal,65,46,40,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2748552704900503,0.8872,0.67811763,0.3497798410654068,0.864,0.5321899,relu,sigmoid,35,0.0,100,normal,60,46,37,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3149515551328659,0.86773336,0.63133943,0.3250900205373764,0.8672,0.54610795,relu,sigmoid,65,0.24,105,normal,100,43,37,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29823042288422585,0.8792,0.66825515,0.3281082801222801,0.8664,0.55633307,relu,sigmoid,45,0.18,110,normal,115,40,40,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.279115087946256,0.89173335,0.702157,0.33996157360076906,0.8608,0.57503104,relu,sigmoid,80,0.18,100,normal,105,46,43,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.31061817848682405,0.8674667,0.6216159,0.3382259380221367,0.864,0.54850847,relu,sigmoid,45,0.12,105,normal,50,37,43,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2889265634616216,0.8864,0.6795257,0.33686889946460724,0.86,0.5647338,relu,sigmoid,50,0.3,100,normal,115,28,43,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.3118318471312523,0.8712,0.6396756,0.32205276185274123,0.8704,0.53098774,relu,sigmoid,45,0.12,105,normal,55,49,28,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3162347313165665,0.8704,0.6155089,0.33170280706882477,0.864,0.5394505,relu,sigmoid,45,0.3,100,normal,50,31,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3152449918588002,0.8688,0.62293744,0.32602205085754393,0.8744,0.54074943,relu,sigmoid,40,0.12,105,normal,55,31,31,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.30784530788660047,0.87493336,0.6480285,0.32599466651678083,0.8704,0.5428856,relu,sigmoid,45,0.18,105,normal,60,49,28,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30023654508590697,0.8789333,0.6587802,0.32931518721580505,0.8664,0.57783455,relu,sigmoid,60,0.24,100,normal,110,25,40,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30272131833434107,0.87493336,0.6412967,0.33351839703321456,0.8648,0.5637793,relu,sigmoid,45,0.18,100,normal,100,34,37,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.30611097435156503,0.87733334,0.6534668,0.3257072921991348,0.8696,0.58550197,relu,sigmoid,70,0.18,105,normal,100,25,40,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3025450075070063,0.8725333,0.6295195,0.32875489127635954,0.8728,0.5759586,relu,sigmoid,65,0.06,100,normal,75,37,40,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30390579271316526,0.872,0.63930964,0.3286983163356781,0.8632,0.5468302,relu,sigmoid,60,0.0,100,normal,65,49,43,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3083011169830958,0.8736,0.65079755,0.32923171746730806,0.8664,0.5678831,relu,sigmoid,55,0.24,110,normal,80,28,28,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3023781423171361,0.8752,0.6429096,0.3306366984844208,0.8648,0.5246115,relu,sigmoid,40,0.0,100,normal,70,34,34,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2526622215906779,0.8984,0.7161445,0.3570005178451538,0.856,0.53671145,relu,sigmoid,40,0.0,100,normal,100,46,40,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.31283871150016784,0.868,0.63352364,0.324836184501648,0.8736,0.5772668,relu,sigmoid,60,0.18,100,normal,65,34,34,binary_crossentropy,0.19,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2792195882995923,0.8864,0.6864376,0.33977603125572203,0.856,0.5489799,relu,sigmoid,65,0.18,100,normal,105,49,31,binary_crossentropy,0.27,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30955828913052874,0.87226665,0.6362607,0.3301891441345215,0.864,0.5613817,relu,sigmoid,40,0.24,100,normal,60,31,34,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3148352029323578,0.8714667,0.6345718,0.32864676344394683,0.8688,0.5872574,relu,sigmoid,70,0.06,110,normal,90,31,34,binary_crossentropy,0.18,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.3083465321858724,0.8744,0.6456148,0.3275328987836838,0.868,0.55008215,relu,sigmoid,50,0.3,105,normal,70,40,37,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29523076335589093,0.88266665,0.6529695,0.3404035460948944,0.8592,0.5432236,relu,sigmoid,35,0.24,100,normal,105,31,28,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.31849191576242447,0.868,0.6134364,0.32434899747371676,0.8712,0.5646509,relu,sigmoid,75,0.12,100,normal,70,28,31,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
