round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
136,0.3494683520793915,0.8528000116348267,0.5729668140411377,0.3068616620898247,0.8693333,0.58154476,elu,sigmoid,35,0.0,136,normal,38,47,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
118,0.34201030945777894,0.8560000061988831,0.5838187336921692,0.3030152474542459,0.87493336,0.6044006,elu,sigmoid,35,0.08,118,normal,56,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.3408354452252388,0.8615999817848206,0.5811255574226379,0.318595865726471,0.86826664,0.57975453,elu,sigmoid,45,0.32,136,uniform,47,29,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
136,0.39697316110134123,0.8432000279426575,0.5764095187187195,0.2728014886379242,0.8856,0.67526454,relu,sigmoid,50,0.4,136,uniform,47,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
112,0.3341439080238342,0.8623999953269958,0.586769700050354,0.3155120142698288,0.8693333,0.5979423,elu,sigmoid,60,0.32,112,normal,92,38,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
124,0.5524928874969482,0.8184000253677368,0.4968583285808563,0.19773210594058035,0.9141333,0.757851,relu,sigmoid,45,0.16,124,normal,38,47,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
130,0.7258754610419274,0.8248000144958496,0.5551224946975708,0.1379393802136183,0.9410667,0.8413289,relu,sigmoid,30,0.16,130,normal,83,29,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.48072365736961364,0.8503999710083008,0.5029759407043457,0.26119684892892836,0.8872,0.6063468,relu,sigmoid,30,0.24,130,uniform,29,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
112,0.3426104881763458,0.8632000088691711,0.58796226978302,0.3063559210896492,0.87413335,0.61047995,elu,sigmoid,45,0.0,112,normal,20,29,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4108981530368328,0.8416000008583069,0.5431612133979797,0.253741401831309,0.8994667,0.6901448,relu,sigmoid,35,0.0,130,uniform,38,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
130,0.3391949192881584,0.8600000143051147,0.5724665522575378,0.3296840525269508,0.8664,0.5706102,elu,sigmoid,55,0.16,130,uniform,56,56,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.33500431323051455,0.8655999898910522,0.604188084602356,0.32649899752934775,0.86186665,0.5599627,elu,sigmoid,40,0.0,112,uniform,38,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
148,0.47593957006931303,0.8303999900817871,0.5373778343200684,0.22467021369934081,0.90933335,0.7178359,relu,sigmoid,30,0.08,148,normal,47,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
106,0.33297065711021423,0.86080002784729,0.5964096188545227,0.3226967747211456,0.86266667,0.5697587,elu,sigmoid,45,0.4,106,normal,83,56,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
112,1.0040190507173539,0.8360000252723694,0.5481727719306946,0.10495857296387355,0.93733335,0.81514347,relu,sigmoid,65,0.32,112,normal,92,38,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
142,0.34392816972732543,0.8551999926567078,0.5543009638786316,0.3062573335766792,0.8714667,0.5890124,elu,sigmoid,30,0.16,142,normal,38,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
118,0.34515974175930025,0.8575999736785889,0.5495461225509644,0.3070980826020241,0.87626666,0.60797346,elu,sigmoid,30,0.16,118,uniform,92,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.3864701687693596,0.8496000170707703,0.5568827986717224,0.26643713846802713,0.88586664,0.65205014,elu,sigmoid,45,0.0,130,normal,56,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
118,0.3991077778339386,0.843999981880188,0.5533729195594788,0.2617498694062233,0.896,0.67036337,relu,sigmoid,30,0.0,118,normal,29,20,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
148,0.5887622675895691,0.823199987411499,0.47340279817581177,0.19586149722337723,0.92106664,0.75695837,relu,sigmoid,30,0.08,148,normal,56,38,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.3749738849401474,0.8479999899864197,0.5557898879051208,0.30422581364711127,0.88746667,0.64172626,relu,sigmoid,35,0.32,100,uniform,74,47,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
118,0.36897042524814605,0.8511999845504761,0.5665159821510315,0.2881204407016436,0.8778667,0.6291694,elu,sigmoid,55,0.16,118,normal,65,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
118,0.3593609142899513,0.8528000116348267,0.5556862950325012,0.3043425512909889,0.87946665,0.61821,relu,sigmoid,65,0.32,118,uniform,29,56,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
124,0.3460344943404198,0.8543999791145325,0.575955331325531,0.31256536414225894,0.87333333,0.60230416,elu,sigmoid,55,0.16,124,normal,92,20,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
106,0.33580441564321517,0.8664000034332275,0.5932057499885559,0.314676848590374,0.86986667,0.57667786,elu,sigmoid,30,0.0,106,normal,74,29,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
112,0.5596826566457749,0.8248000144958496,0.5231078863143921,0.17220884397874275,0.9293333,0.789886,relu,sigmoid,35,0.16,112,normal,92,56,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
148,0.3438988379240036,0.8623999953269958,0.5649979710578918,0.31009331554174424,0.8728,0.57689095,elu,sigmoid,30,0.16,148,uniform,38,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
142,0.33397236388921736,0.8655999898910522,0.5780802965164185,0.31907408887147903,0.8666667,0.58941,elu,sigmoid,55,0.08,142,normal,65,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.33608773702383044,0.8632000088691711,0.6074028611183167,0.32656336430708566,0.86693335,0.5830913,elu,sigmoid,65,0.16,100,normal,29,47,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.42840070247650147,0.8424000144004822,0.5606681108474731,0.2247307059764862,0.91146666,0.73956215,relu,sigmoid,40,0.08,136,normal,74,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
148,0.4772163984775543,0.8144000172615051,0.5613430142402649,0.2254616140127182,0.9090667,0.73609746,relu,sigmoid,60,0.4,148,uniform,56,29,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
106,0.3428500636816025,0.8551999926567078,0.5514802932739258,0.3180514285167058,0.8688,0.5703006,elu,sigmoid,35,0.0,106,normal,65,20,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,1.060227563381195,0.8136000037193298,0.5129791498184204,0.1000217117369175,0.96026665,0.89446306,relu,sigmoid,65,0.24,100,uniform,92,56,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
142,0.33974247688055037,0.864799976348877,0.5836310982704163,0.32149939292669294,0.86906666,0.583265,elu,sigmoid,45,0.32,142,normal,20,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.35168382835388184,0.8600000143051147,0.5694430470466614,0.30791288858652116,0.86986667,0.58051205,elu,sigmoid,30,0.08,100,uniform,20,56,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
148,0.34928441578149794,0.8600000143051147,0.5719413161277771,0.3040572997927666,0.87413335,0.59471166,elu,sigmoid,45,0.0,148,uniform,56,56,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
148,0.45149085104465486,0.8416000008583069,0.5407532453536987,0.24772313511371613,0.8997333,0.70177317,relu,sigmoid,65,0.0,148,normal,29,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.3361992076039314,0.8655999898910522,0.5974989533424377,0.32331874511639275,0.8632,0.5919798,elu,sigmoid,65,0.08,130,uniform,29,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
106,0.3375272433757782,0.86080002784729,0.5662587285041809,0.3155454265475273,0.87013334,0.5738221,elu,sigmoid,30,0.0,106,uniform,47,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
124,0.38595317459106443,0.8528000116348267,0.5795820951461792,0.23961008882522583,0.90826666,0.7306755,relu,sigmoid,60,0.08,124,normal,92,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
142,0.46203055143356325,0.8303999900817871,0.5594594478607178,0.18839585959911345,0.92373335,0.786651,relu,sigmoid,50,0.0,142,normal,74,38,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.9626918239593506,0.8151999711990356,0.5408132672309875,0.10740868407487869,0.9536,0.8817729,relu,sigmoid,60,0.24,100,uniform,83,56,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
124,0.33115253031253816,0.8687999844551086,0.6078048348426819,0.3192296652197838,0.87093335,0.59096664,elu,sigmoid,30,0.08,124,normal,65,29,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.5135356794595718,0.8367999792098999,0.5412187576293945,0.24546944707632065,0.90293336,0.67959815,relu,sigmoid,30,0.32,100,normal,56,47,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.35701883578300475,0.853600025177002,0.5558215379714966,0.2979364778995514,0.8818667,0.64278066,relu,sigmoid,45,0.32,100,normal,47,29,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
142,0.4853400658369064,0.823199987411499,0.5165896415710449,0.19976105657219886,0.91786665,0.76106226,relu,sigmoid,55,0.0,142,uniform,74,47,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
112,0.4033876593708992,0.8456000089645386,0.5654366612434387,0.24174823129177095,0.90026665,0.70795375,relu,sigmoid,65,0.0,112,normal,65,38,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
124,0.949046952843666,0.807200014591217,0.49073532223701477,0.12553014731407167,0.9488,0.8498222,relu,sigmoid,35,0.4,124,normal,83,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
112,0.683992322742939,0.8367999792098999,0.5478882193565369,0.18263058358430861,0.9234667,0.75857407,relu,sigmoid,30,0.24,112,normal,47,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
142,0.33050586128234866,0.86080002784729,0.6106006503105164,0.3282632114887237,0.8672,0.57924277,elu,sigmoid,60,0.4,142,uniform,83,47,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
100,0.38605754256248476,0.8471999764442444,0.5310769081115723,0.3365225260257721,0.8688,0.56803405,relu,sigmoid,60,0.0,100,normal,20,38,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
106,0.3371714825630188,0.864799976348877,0.6030405759811401,0.3234958553711573,0.8653333,0.58075386,elu,sigmoid,35,0.32,106,normal,29,29,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
148,0.34385384237766264,0.8632000088691711,0.598533570766449,0.30766166031360626,0.8714667,0.6059203,elu,sigmoid,65,0.08,148,normal,65,29,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
142,0.4016578669548035,0.8352000117301941,0.5745183229446411,0.265618794520696,0.8997333,0.6973182,relu,sigmoid,40,0.4,142,normal,56,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
136,0.33797125005722045,0.8615999817848206,0.5962048172950745,0.31100599479675295,0.8746667,0.614658,elu,sigmoid,60,0.08,136,uniform,83,38,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.4461566630601883,0.8360000252723694,0.5382859110832214,0.2550424914558729,0.89813334,0.7107074,relu,sigmoid,65,0.0,136,uniform,29,29,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
148,0.33794826865196226,0.8583999872207642,0.596709668636322,0.3112641811966896,0.8725333,0.5996643,elu,sigmoid,45,0.32,148,uniform,65,20,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
142,0.5721538537740707,0.8327999711036682,0.5245962142944336,0.19580340395371118,0.91893333,0.76762867,relu,sigmoid,50,0.0,142,normal,47,38,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
148,0.3386049449443817,0.86080002784729,0.5854777097702026,0.31934199035167693,0.8656,0.5766911,elu,sigmoid,50,0.4,148,uniform,38,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
148,0.34144300454854964,0.8575999736785889,0.576356828212738,0.29861961231629053,0.8776,0.61561364,elu,sigmoid,55,0.32,148,normal,92,38,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
124,1.549407124042511,0.8064000010490417,0.5374611616134644,0.04789414644334465,0.9834667,0.9533816,relu,sigmoid,30,0.0,124,normal,74,38,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
142,0.33317881470918653,0.86080002784729,0.5852428078651428,0.32677590304613113,0.86586666,0.5770316,elu,sigmoid,45,0.16,142,uniform,65,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
118,0.3631411683559418,0.8592000007629395,0.5710260272026062,0.29487236817677814,0.8776,0.6274547,elu,sigmoid,50,0.4,118,uniform,74,56,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
148,0.43311974275112153,0.8271999955177307,0.5003675818443298,0.3669560531775157,0.85333335,0.5225059,relu,sigmoid,65,0.08,148,uniform,20,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
142,0.3437294363975525,0.86080002784729,0.6109496355056763,0.305142641266187,0.8757333,0.6024,elu,sigmoid,40,0.16,142,normal,47,29,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
130,0.33407581174373624,0.8592000007629395,0.5724141001701355,0.33245018815994265,0.86586666,0.547326,elu,sigmoid,30,0.4,130,uniform,56,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
142,0.42373532003164294,0.8392000198364258,0.5213345885276794,0.25820581486821176,0.89093333,0.6688014,relu,sigmoid,45,0.32,142,normal,47,29,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
118,0.7927430456876755,0.8240000009536743,0.5422363877296448,0.1601311645110448,0.9293333,0.7976805,relu,sigmoid,65,0.32,118,uniform,83,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
112,1.0386570291519166,0.8447999954223633,0.550654947757721,0.12883506632844607,0.9224,0.7527704,relu,sigmoid,40,0.32,112,uniform,74,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
124,0.382937441945076,0.8519999980926514,0.5626470446586609,0.278680891931057,0.8848,0.6490572,relu,sigmoid,45,0.32,124,uniform,92,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.42564331436157227,0.8360000252723694,0.5674310922622681,0.21956900984048844,0.9141333,0.7572415,relu,sigmoid,60,0.08,130,normal,74,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3394221425652504,0.8592000007629395,0.5961028337478638,0.3321044988632202,0.8632,0.57430106,elu,sigmoid,45,0.24,100,uniform,38,38,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
136,1.53446786403656,0.8151999711990356,0.5489284992218018,0.09661042465517919,0.95093334,0.8731888,relu,sigmoid,50,0.4,136,normal,83,29,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
124,0.38618311923742293,0.8543999791145325,0.576276957988739,0.27107416885097824,0.8912,0.6698196,relu,sigmoid,55,0.08,124,uniform,38,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.5744361312389373,0.8263999819755554,0.5651424527168274,0.1515381988286972,0.9352,0.81388533,relu,sigmoid,60,0.08,124,normal,92,38,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
118,0.3511277093887329,0.8623999953269958,0.5639183521270752,0.2989608323574066,0.8784,0.60906655,elu,sigmoid,30,0.08,118,normal,47,47,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3766726442575455,0.8519999980926514,0.5599253177642822,0.29143520350257557,0.8821333,0.62815386,elu,sigmoid,35,0.32,100,uniform,83,47,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
106,0.3581137549877167,0.8575999736785889,0.6053135991096497,0.2914098707238833,0.8792,0.6268242,elu,sigmoid,65,0.08,106,normal,65,20,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
142,0.3421820278763771,0.8551999926567078,0.5841025114059448,0.3106136872073015,0.8728,0.61921066,elu,sigmoid,55,0.4,142,normal,65,29,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
106,0.36925811690092086,0.8543999791145325,0.593775749206543,0.29323426137367886,0.8789333,0.60959154,relu,sigmoid,35,0.0,106,uniform,47,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
136,0.6572395575642586,0.8119999766349792,0.5482861995697021,0.17835617012282212,0.91866666,0.76894903,relu,sigmoid,35,0.24,136,uniform,92,29,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
136,0.4235486763715744,0.8416000008583069,0.566770076751709,0.2549840263525645,0.8952,0.6853724,elu,sigmoid,50,0.08,136,normal,74,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
112,0.3341699763536453,0.864799976348877,0.6142314672470093,0.3306714972257614,0.864,0.5799236,elu,sigmoid,65,0.24,112,uniform,47,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.34174741834402084,0.8592000007629395,0.5965398550033569,0.3133295620679855,0.86906666,0.5871226,elu,sigmoid,45,0.0,100,normal,65,29,29,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.37095714497566223,0.8503999710083008,0.5937477946281433,0.2789138983488083,0.88053334,0.6350447,relu,sigmoid,60,0.0,100,uniform,47,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
118,0.7012333980202675,0.8303999900817871,0.537467896938324,0.1434770716826121,0.9338667,0.8071773,relu,sigmoid,35,0.24,118,normal,65,56,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
148,0.3334998354911804,0.8664000034332275,0.6282180547714233,0.31497394128640493,0.86906666,0.5924193,elu,sigmoid,65,0.08,148,normal,83,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
142,0.3945805726051331,0.8456000089645386,0.5777466893196106,0.26303152350584663,0.89066666,0.6685646,elu,sigmoid,55,0.08,142,normal,47,38,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
136,0.3332493095397949,0.8600000143051147,0.5804915428161621,0.3276884989539782,0.8672,0.585943,elu,sigmoid,55,0.32,136,uniform,83,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
124,0.589430105984211,0.8335999846458435,0.5311417579650879,0.1658735416829586,0.93306667,0.8038939,relu,sigmoid,45,0.16,124,normal,83,20,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.3410749778747559,0.8560000061988831,0.5606654286384583,0.32089522322018943,0.8704,0.5869703,elu,sigmoid,40,0.24,100,uniform,74,56,38,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
136,0.5570645633935928,0.8104000091552734,0.5235130786895752,0.19997880619764327,0.92053336,0.76683456,relu,sigmoid,45,0.32,136,uniform,56,29,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
112,0.40666965186595916,0.8511999845504761,0.5762200355529785,0.25379690716663994,0.8994667,0.71155083,relu,sigmoid,50,0.08,112,uniform,56,47,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
148,0.7138124209046364,0.8199999928474426,0.5362817049026489,0.15633666549623013,0.93546665,0.81760126,relu,sigmoid,30,0.0,148,normal,92,20,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
142,0.3949170988202095,0.8511999845504761,0.5687083005905151,0.28502561344703037,0.8829333,0.62673384,elu,sigmoid,35,0.4,142,uniform,47,56,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
112,0.3784019845724106,0.8519999980926514,0.5642637610435486,0.265276976476113,0.89066666,0.6715448,relu,sigmoid,55,0.0,112,uniform,83,38,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.5501724850535393,0.8375999927520752,0.5640506148338318,0.17234977166354656,0.9306667,0.81050646,relu,sigmoid,45,0.08,112,normal,83,29,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
