round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,layer4_units,losses,lr,optimizer,use_bias
115,0.2971977353096008,0.88666666,0.66832405,0.36912887620925905,0.8488,0.56414765,relu,sigmoid,60,0.35,115,normal,63,18,26,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.27248771806557975,0.88853335,0.6796824,0.3837124139070511,0.8544,0.54849195,relu,sigmoid,50,0.175,125,normal,71,33,26,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3140358606179555,0.8736,0.63372284,0.3529976367950439,0.8544,0.5691391,relu,sigmoid,70,0.175,100,normal,35,15,20,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2917220870554447,0.88266665,0.6626337,0.3544786170125008,0.8536,0.5523449,relu,sigmoid,45,0.0,100,normal,55,33,26,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.31546479791402815,0.8725333,0.63645715,0.3539088535308838,0.8544,0.5555984,relu,sigmoid,75,0.35,125,normal,47,15,26,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.3166801574230194,0.8688,0.61662436,0.35345333844423293,0.8584,0.5722786,relu,sigmoid,65,0.175,115,normal,35,27,29,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.32267843186855316,0.8688,0.62180895,0.3524928185939789,0.86,0.57850796,relu,sigmoid,70,0.175,120,normal,63,15,23,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3904131707549095,0.844,0.5153603,0.40500140845775606,0.8352,0.43518478,relu,sigmoid,75,0.35,100,normal,71,30,29,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.2950003632704417,0.87946665,0.6478432,0.35939413505792617,0.8544,0.5393793,relu,sigmoid,55,0.0,125,normal,35,33,26,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3110625326633453,0.8768,0.6403529,0.34915081667900083,0.8536,0.5697633,relu,sigmoid,60,0.175,100,normal,71,18,32,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3049681607882182,0.87493336,0.6226895,0.3520050311088562,0.86,0.5749845,relu,sigmoid,50,0.175,110,normal,47,21,20,32,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3106526885032654,0.8738667,0.643612,0.35550529408454895,0.8544,0.5478212,relu,sigmoid,60,0.35,100,normal,59,15,26,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.29357133945822717,0.87866664,0.6446441,0.38106013879179956,0.8472,0.49426973,relu,sigmoid,35,0.175,120,normal,63,30,23,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.26165400913357734,0.888,0.6778876,0.3846995326280594,0.852,0.54326427,relu,sigmoid,45,0.0,110,normal,71,18,23,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.2994437546332677,0.8768,0.6346106,0.36920928621292115,0.8424,0.5233271,relu,sigmoid,70,0.0,125,normal,43,18,20,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30329717057943345,0.87093335,0.63154155,0.34772884982824326,0.8592,0.5754219,relu,sigmoid,55,0.0,100,normal,47,24,20,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.2862715157866478,0.8818667,0.6584789,0.37308434772491456,0.8552,0.5311291,relu,sigmoid,30,0.0,105,normal,43,30,26,32,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3076595291495323,0.8792,0.658525,0.3504973953962326,0.8552,0.57940555,relu,sigmoid,75,0.35,105,normal,47,33,32,29,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.28614445090293883,0.88533336,0.6721084,0.36654325008392336,0.8552,0.54812026,relu,sigmoid,50,0.175,105,normal,67,27,20,32,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.32215095257759097,0.86773336,0.61573315,0.35400823545455934,0.8568,0.5493655,relu,sigmoid,60,0.175,105,normal,35,18,29,26,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3042879643837611,0.8746667,0.6117804,0.37017093813419344,0.8496,0.486626,relu,sigmoid,35,0.175,110,normal,43,24,29,26,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.29155650037527087,0.8856,0.6697015,0.3709076473712921,0.8576,0.5213604,relu,sigmoid,30,0.35,105,normal,71,15,23,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3063173761765162,0.8829333,0.65292054,0.36117847537994385,0.844,0.5476396,relu,sigmoid,70,0.35,105,normal,63,21,29,32,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.27203888273239135,0.8976,0.712092,0.3753508861064911,0.844,0.53658247,relu,sigmoid,60,0.35,120,normal,63,33,29,23,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.3132302353183428,0.8693333,0.6341594,0.3583429692387581,0.856,0.55658823,relu,sigmoid,55,0.175,120,normal,43,30,26,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.29660612434148786,0.87813336,0.61865574,0.35902136051654815,0.8544,0.51745117,relu,sigmoid,30,0.0,115,normal,59,24,26,26,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.2914558724562327,0.8872,0.6769195,0.37035690784454345,0.8416,0.5407177,relu,sigmoid,70,0.35,125,normal,55,30,23,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2947830657958984,0.88453335,0.6657456,0.3699521169662476,0.852,0.5240782,relu,sigmoid,40,0.35,110,normal,67,33,23,23,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.31590618056058883,0.8744,0.61793435,0.359276486992836,0.8568,0.5731265,relu,sigmoid,55,0.35,115,normal,55,27,23,29,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.2773984295129776,0.88533336,0.67161834,0.3844512724876404,0.8376,0.51083064,relu,sigmoid,60,0.175,115,normal,71,33,26,32,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.26870911818742754,0.8914667,0.68132746,0.38258687365055083,0.8512,0.47946003,relu,sigmoid,30,0.175,120,normal,71,30,20,29,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2864017705917358,0.8861333,0.6609258,0.37745729565620423,0.84,0.5422884,relu,sigmoid,30,0.175,110,normal,43,33,23,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2895344494183858,0.8797333,0.64241195,0.3515432529449463,0.86,0.5551178,relu,sigmoid,55,0.0,110,normal,67,21,32,23,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.3006541199684143,0.8808,0.64404935,0.3553572064638138,0.852,0.52706504,relu,sigmoid,45,0.175,125,normal,51,27,20,32,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.2983762804865837,0.87946665,0.63295555,0.3619729219675064,0.8472,0.52583355,relu,sigmoid,30,0.175,115,normal,51,27,20,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.26891302239894865,0.89173335,0.6838492,0.3702601680755615,0.8464,0.5413349,relu,sigmoid,60,0.0,115,normal,63,24,26,32,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.2981140737533569,0.87866664,0.6484516,0.36273542380332946,0.8528,0.5955686,relu,sigmoid,60,0.0,105,normal,47,33,32,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29308327412605284,0.8864,0.67898774,0.35896624135971067,0.8584,0.56608,relu,sigmoid,60,0.175,100,normal,55,33,29,26,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.29438413902123767,0.8850667,0.6695699,0.3693145866394043,0.8472,0.5289306,relu,sigmoid,40,0.35,125,normal,63,18,20,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29942300549149514,0.87733334,0.64547575,0.36097941786050797,0.8464,0.5542754,relu,sigmoid,65,0.35,110,normal,67,24,26,26,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.2933514496485392,0.8810667,0.6599924,0.3644286632537842,0.8528,0.53453594,relu,sigmoid,40,0.0,125,normal,39,15,20,26,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3105843859910965,0.8717333,0.6256008,0.3612110903263092,0.8576,0.5237064,relu,sigmoid,55,0.175,100,normal,55,15,20,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.28852855945626893,0.89093333,0.65449625,0.35836655920743943,0.8496,0.5591825,relu,sigmoid,35,0.35,110,normal,59,21,20,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.3069449292818705,0.8746667,0.6457203,0.3599549278020859,0.8552,0.56036884,relu,sigmoid,55,0.175,120,normal,55,27,20,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3006054338812828,0.87493336,0.63342357,0.3580125836133957,0.86,0.5722631,relu,sigmoid,65,0.0,110,normal,71,15,23,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30883465659618375,0.87333333,0.626422,0.35620650911331175,0.8568,0.56424695,relu,sigmoid,60,0.175,100,normal,55,33,26,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.30762990868091583,0.8672,0.6119173,0.34703664588928224,0.8544,0.5522472,relu,sigmoid,60,0.175,120,normal,35,18,32,32,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.30405841406186424,0.8797333,0.6377597,0.36571821665763854,0.8496,0.5643889,relu,sigmoid,70,0.175,110,normal,59,24,20,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29276015542447564,0.87946665,0.63393295,0.3615697315335274,0.8568,0.5594793,relu,sigmoid,35,0.0,100,normal,63,21,20,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.278309218108654,0.88773334,0.67430127,0.3658636060357094,0.8496,0.55145687,relu,sigmoid,65,0.175,105,normal,55,27,23,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3046107124487559,0.8768,0.63421994,0.353274733543396,0.852,0.5451167,relu,sigmoid,40,0.35,100,normal,55,30,23,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.28546673208475115,0.88,0.6541736,0.36847572433948517,0.8544,0.51240814,relu,sigmoid,30,0.0,120,normal,59,21,29,23,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29285706067085265,0.88,0.6314425,0.37422368001937867,0.8504,0.5204608,relu,sigmoid,30,0.0,100,normal,35,21,23,29,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.29525527024269105,0.8757333,0.6261662,0.3637003982067108,0.852,0.5491717,relu,sigmoid,60,0.0,115,normal,51,33,23,32,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.289575878739357,0.8821333,0.66953117,0.35695069694519044,0.86,0.5575147,relu,sigmoid,70,0.0,105,normal,71,27,32,23,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.30695579904317855,0.87733334,0.63292557,0.34738709330558776,0.86,0.57652384,relu,sigmoid,45,0.175,115,normal,43,27,32,26,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29626623648405076,0.87813336,0.64217997,0.351810040473938,0.8608,0.5563254,relu,sigmoid,45,0.175,100,normal,55,24,32,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3042605664730072,0.8778667,0.63177556,0.35838822841644286,0.8512,0.5305842,relu,sigmoid,30,0.175,100,normal,43,15,32,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.37979446828365326,0.8490667,0.51957774,0.40985315275192263,0.8336,0.44914168,relu,sigmoid,40,0.175,100,normal,43,27,26,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.28516415478785834,0.8810667,0.65819305,0.36871510714292527,0.848,0.53617287,relu,sigmoid,55,0.0,125,normal,35,27,32,32,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2924499687552452,0.8768,0.6304695,0.358629581451416,0.844,0.5496989,relu,sigmoid,45,0.0,110,normal,43,33,32,26,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3117408930659294,0.87626666,0.6352462,0.3594324626028538,0.8584,0.5442714,relu,sigmoid,35,0.35,100,normal,59,27,20,20,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.29469163769483564,0.88133335,0.6384674,0.35916252371668816,0.856,0.5674008,relu,sigmoid,35,0.175,105,normal,67,21,23,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3215447703997294,0.8704,0.62381345,0.34923340260982516,0.8632,0.58650076,relu,sigmoid,50,0.175,110,normal,35,18,23,20,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29923775474230446,0.8850667,0.6685375,0.368329430103302,0.8424,0.5568757,relu,sigmoid,70,0.35,110,normal,71,15,29,23,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.2838793238600095,0.88453335,0.6547917,0.3679510958790779,0.856,0.59905785,relu,sigmoid,35,0.175,125,normal,55,27,32,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.29406603693962097,0.87866664,0.6436233,0.36176302552223205,0.852,0.5245918,relu,sigmoid,50,0.0,105,normal,55,24,23,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.2851388311386108,0.8864,0.67503434,0.36363557624816895,0.8584,0.57920986,relu,sigmoid,65,0.175,115,normal,55,27,26,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.30659428095817565,0.8757333,0.6472936,0.342980391740799,0.8664,0.5886894,relu,sigmoid,60,0.175,105,normal,39,21,32,26,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3001486804485321,0.8757333,0.6433138,0.35528019118309023,0.8608,0.59328425,relu,sigmoid,65,0.175,100,normal,51,21,23,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3038554134964943,0.87733334,0.63240397,0.35517015171051025,0.8568,0.50809795,relu,sigmoid,30,0.0,105,normal,35,24,23,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29980672883987425,0.87493336,0.63560385,0.35024524641036986,0.8528,0.5678128,relu,sigmoid,60,0.0,110,normal,59,30,26,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.2693743134737015,0.8933333,0.70461607,0.37850175446271894,0.8496,0.58712256,relu,sigmoid,65,0.175,110,normal,71,21,32,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.31364945995807647,0.8728,0.62071717,0.3576521666049957,0.8536,0.55209535,relu,sigmoid,45,0.175,115,normal,59,15,20,29,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.3147213193376859,0.8784,0.645657,0.3489541584253311,0.8608,0.5699439,relu,sigmoid,55,0.35,115,normal,39,30,23,29,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.2851969610452652,0.8936,0.6841133,0.3730624861717224,0.8504,0.524099,relu,sigmoid,30,0.35,120,normal,51,21,23,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3003239137927691,0.87626666,0.6342028,0.36208440029621125,0.8512,0.5525647,relu,sigmoid,55,0.0,110,normal,51,15,29,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.30604095669587456,0.87866664,0.6382128,0.3653764857053757,0.8592,0.5407492,relu,sigmoid,55,0.175,125,normal,35,33,29,23,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.27862943247954053,0.8864,0.6685614,0.3616793534755707,0.8528,0.55723876,relu,sigmoid,70,0.175,125,normal,71,33,23,29,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3198117048740387,0.8714667,0.6178558,0.35526839971542357,0.8608,0.59167737,relu,sigmoid,60,0.35,110,normal,43,33,32,23,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.28680305963754654,0.8896,0.6801845,0.37128850972652433,0.8464,0.5556314,relu,sigmoid,45,0.175,125,normal,63,24,29,20,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.2769101665914059,0.8936,0.6792988,0.3732759326696396,0.8528,0.5279376,relu,sigmoid,30,0.35,115,normal,71,18,26,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3913203675548236,0.84293336,0.4759004,0.4029925618171692,0.8384,0.470068,relu,sigmoid,55,0.35,110,normal,39,21,26,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.2785064959526062,0.8824,0.654045,0.37130457878112794,0.8488,0.5540128,relu,sigmoid,50,0.0,125,normal,51,27,20,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.2550191925168037,0.8904,0.66539234,0.38890291345119476,0.848,0.530128,relu,sigmoid,30,0.0,100,normal,63,24,23,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
125,0.29396884377797444,0.8856,0.65724045,0.3682649269104004,0.8512,0.57489955,relu,sigmoid,40,0.35,125,normal,59,33,29,20,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.2623618926505248,0.88666666,0.6842791,0.377018076300621,0.8568,0.5560542,relu,sigmoid,55,0.0,110,normal,67,33,20,23,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.3403579381108284,0.85866666,0.5644442,0.3866487514972687,0.8456,0.5173338,relu,sigmoid,75,0.0,115,normal,51,18,26,26,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.31972113585472106,0.86986667,0.6150876,0.36112801820039747,0.8528,0.5114437,relu,sigmoid,45,0.35,110,normal,43,15,23,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.27230289655923845,0.8882667,0.666328,0.3649964794814587,0.8528,0.5772728,relu,sigmoid,35,0.0,115,normal,63,21,26,29,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3312029218673706,0.8666667,0.5988542,0.35887535071372983,0.8552,0.55280066,relu,sigmoid,60,0.35,100,normal,71,15,20,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.31014338493347166,0.8712,0.63171303,0.3509480810165405,0.8576,0.5493556,relu,sigmoid,75,0.0,120,normal,39,15,23,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.35026970807711283,0.864,0.57611585,0.3903971662521362,0.848,0.4955253,relu,sigmoid,40,0.175,110,normal,67,27,23,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.38213731451829275,0.84293336,0.49024743,0.4075309396982193,0.8408,0.46287212,relu,sigmoid,55,0.175,115,normal,51,27,26,26,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.3838221856355667,0.8469333,0.5119263,0.4062909996509552,0.8368,0.4655671,relu,sigmoid,65,0.35,125,normal,51,24,20,20,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.30728262877464296,0.8765333,0.617325,0.3442141641378403,0.8552,0.5375918,relu,sigmoid,30,0.0,100,normal,47,27,26,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.2909342350363731,0.8818667,0.6388579,0.35657507371902464,0.8552,0.52784544,relu,sigmoid,35,0.0,110,normal,63,18,26,23,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.3110604150891304,0.876,0.63149583,0.3526972190141678,0.8552,0.56134146,relu,sigmoid,45,0.175,120,normal,51,21,20,26,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.3005954002737999,0.88026667,0.6629198,0.3538991587758064,0.8544,0.5738622,relu,sigmoid,65,0.35,110,normal,71,33,20,32,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.2982567963600159,0.8768,0.6501874,0.3591892276406288,0.8544,0.562976,relu,sigmoid,65,0.175,125,normal,39,15,32,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.26382870954275134,0.88666666,0.6666909,0.38270526415109635,0.8512,0.50484294,relu,sigmoid,30,0.0,100,normal,67,15,23,26,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3093510822355747,0.8738667,0.619701,0.3582326140999794,0.8576,0.5547499,relu,sigmoid,45,0.0,100,normal,63,15,32,32,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.29635704642534255,0.87733334,0.63792276,0.33987843507528304,0.8608,0.58087504,relu,sigmoid,65,0.175,110,normal,55,21,32,26,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3077132511138916,0.8770667,0.6338722,0.3551202940940857,0.8496,0.552682,relu,sigmoid,75,0.175,100,normal,47,21,26,29,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.26696956207354866,0.888,0.6718162,0.3830558998584747,0.8408,0.5525857,relu,sigmoid,35,0.175,105,normal,43,27,29,29,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
