round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
100,0.4236104268074036,0.8568000197410583,0.5158091187477112,0.24377653272946676,0.9096,0.740975,relu,sigmoid,56,0.175,100,normal,60,41,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4810324379205704,0.8432000279426575,0.57915198802948,0.20020226667324703,0.9242667,0.7825383,relu,sigmoid,40,0.2375,115,normal,44,38,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.41904661617279054,0.8456000089645386,0.5147172808647156,0.20595362786451976,0.92106664,0.7772478,relu,sigmoid,44,0.05,115,normal,48,38,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.430781122303009,0.8464000225067139,0.5379713773727417,0.23646369307835896,0.90506667,0.731928,relu,sigmoid,52,0.1125,110,normal,48,44,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.37677521319389345,0.8519999980926514,0.5376793742179871,0.2727662245591482,0.8936,0.67778945,relu,sigmoid,52,0.2375,100,normal,40,41,18,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.46814956188201906,0.8528000116348267,0.5070583820343018,0.2203478486140569,0.9130667,0.74545395,relu,sigmoid,40,0.2375,100,normal,68,35,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.42289028153419495,0.8424000144004822,0.503431499004364,0.23746060192584992,0.9069333,0.71754706,relu,sigmoid,44,0.1125,110,normal,44,32,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4458136764526367,0.8519999980926514,0.5265543460845947,0.23111245637337366,0.9064,0.7127471,relu,sigmoid,44,0.175,100,normal,56,41,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3919499770641327,0.8447999954223633,0.5483046770095825,0.2829493894179662,0.8864,0.65026873,relu,sigmoid,52,0.05,100,normal,40,32,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.41704752790927885,0.848800003528595,0.557694673538208,0.22951522310574848,0.92,0.7442335,relu,sigmoid,40,0.1125,110,normal,60,23,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4629978675842285,0.8479999899864197,0.5504862070083618,0.19598984042803447,0.9264,0.7933411,relu,sigmoid,40,0.1125,100,normal,60,41,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
