round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
105,0.30509696356455485,0.8770667,0.63705546,0.3536933410167694,0.8488,0.545603,relu,sigmoid,80,0.35,105,normal,80,15,26,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
110,0.3000750797986984,0.8776,0.6492453,0.3561403048038483,0.8464,0.54446554,relu,sigmoid,75,0.175,110,normal,68,27,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.3109366882840792,0.8768,0.63460827,0.35735879039764407,0.8544,0.5523863,relu,sigmoid,85,0.175,115,normal,44,24,23,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.3093370715379715,0.8789333,0.65718764,0.3562077065706253,0.8448,0.53614646,relu,sigmoid,70,0.35,100,normal,68,18,32,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.33160686455170313,0.87093335,0.6115364,0.3686605488061905,0.8464,0.52610993,relu,sigmoid,85,0.0,115,normal,72,15,23,binary_crossentropy,0.175,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.29599645773569744,0.8789333,0.63303846,0.3535119605064392,0.8552,0.5525189,relu,sigmoid,50,0.0,100,normal,76,27,20,binary_crossentropy,0.23,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.30239159005880356,0.88,0.64848685,0.35652000904083253,0.8496,0.5521591,relu,sigmoid,85,0.35,115,normal,76,15,32,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30159181195497514,0.8824,0.6543678,0.35933873343467715,0.8464,0.5475071,relu,sigmoid,45,0.35,100,normal,44,18,29,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
105,0.3134283171097438,0.87333333,0.6096195,0.3524564425945282,0.8512,0.5375305,relu,sigmoid,55,0.0,105,normal,76,18,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
115,0.3085247483054797,0.8744,0.6384278,0.35743489772081377,0.8512,0.55218846,relu,sigmoid,55,0.175,115,normal,40,24,32,binary_crossentropy,0.215,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
