round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,losses,lr,optimizer,use_bias
100,0.39387838542461395,0.8583999872207642,0.5264993906021118,0.24393117407957712,0.9045333,0.73372704,relu,sigmoid,50,0.2,100,normal,65,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.42841625690460206,0.8447999954223633,0.524410605430603,0.21060378336906432,0.91546667,0.7779713,relu,sigmoid,60,0.2375,120,normal,70,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.3929531490802765,0.8528000116348267,0.5185441374778748,0.26243478308121365,0.8976,0.70460296,relu,sigmoid,50,0.35,100,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.40053257477283477,0.8399999737739563,0.502615213394165,0.2680576882064343,0.8968,0.7006718,relu,sigmoid,45,0.2,115,normal,65,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4372711097598076,0.8352000117301941,0.49295946955680847,0.22112031428019205,0.91013336,0.7430823,relu,sigmoid,55,0.2375,115,normal,65,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.39960128927230837,0.8560000061988831,0.517304539680481,0.23161158335208892,0.9149333,0.7646593,relu,sigmoid,60,0.2375,130,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.44507588529586795,0.843999981880188,0.5316783785820007,0.20859950065612792,0.9181333,0.7699662,relu,sigmoid,40,0.2,110,normal,70,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4524985817968845,0.8464000225067139,0.5168336629867554,0.2076242154041926,0.912,0.76267385,relu,sigmoid,55,0.2375,120,normal,75,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4706761026382446,0.8632000088691711,0.5373506546020508,0.17963966329892475,0.9245333,0.80009615,relu,sigmoid,50,0.275,125,normal,80,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.3718858395814896,0.8503999710083008,0.5237133502960205,0.2730001134872437,0.8928,0.6942079,relu,sigmoid,60,0.275,100,normal,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.3967243547439575,0.8464000225067139,0.5089961290359497,0.2698721868197123,0.89573336,0.6840459,relu,sigmoid,40,0.275,125,normal,75,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4131021866798401,0.8384000062942505,0.5025431513786316,0.269181226849556,0.89626664,0.7044551,relu,sigmoid,60,0.275,110,normal,80,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4562810986042023,0.8327999711036682,0.5201053023338318,0.2187446995973587,0.916,0.7674331,relu,sigmoid,60,0.275,115,normal,75,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.49831260347366335,0.8384000062942505,0.5115055441856384,0.18628788578510286,0.92293334,0.8011022,relu,sigmoid,60,0.2,125,normal,75,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.35633352446556094,0.8528000116348267,0.5133967995643616,0.27316934609413146,0.89573336,0.6993572,relu,sigmoid,60,0.3125,110,normal,60,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.5075971196293831,0.8464000225067139,0.5367330312728882,0.19421429259578388,0.9253333,0.78647643,relu,sigmoid,40,0.275,110,normal,80,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.37083550906181334,0.8384000062942505,0.5289535522460938,0.27283659799893695,0.8890667,0.705494,relu,sigmoid,40,0.3125,105,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.43219476550817487,0.8424000144004822,0.5326837301254272,0.2349528268178304,0.9026667,0.7191018,relu,sigmoid,40,0.2,105,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4902158849239349,0.8384000062942505,0.4966667890548706,0.17822614208857218,0.93413335,0.8159703,relu,sigmoid,40,0.2,125,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.39054325956106184,0.8528000116348267,0.5203815698623657,0.22898962622880936,0.90853333,0.74539113,relu,sigmoid,45,0.2375,100,normal,60,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.40553068965673444,0.8503999710083008,0.5378929376602173,0.22582578134536743,0.9104,0.7525238,relu,sigmoid,45,0.2,105,normal,80,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.4165381247997284,0.8384000062942505,0.520845890045166,0.23819746351242066,0.9005333,0.71692145,relu,sigmoid,60,0.2375,120,normal,75,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4487466275691986,0.8496000170707703,0.5145957469940186,0.19142295598983763,0.9202667,0.78056747,relu,sigmoid,50,0.35,120,normal,80,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4143249106407165,0.8528000116348267,0.4912604093551636,0.23642875723044077,0.89786667,0.71985734,relu,sigmoid,40,0.2,110,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.49452252268791197,0.8424000144004822,0.4992517828941345,0.2072391124367714,0.9170667,0.76738477,relu,sigmoid,45,0.275,125,normal,80,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4836373517513275,0.8575999736785889,0.5612029433250427,0.1853955934047699,0.9296,0.8101223,relu,sigmoid,40,0.3125,130,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.42852236205339433,0.8496000170707703,0.5423544049263,0.20695557883381843,0.91573334,0.77484983,relu,sigmoid,55,0.3125,130,normal,60,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4285223181247711,0.8471999764442444,0.5176296830177307,0.23957860791683197,0.90746665,0.7357236,relu,sigmoid,60,0.35,125,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.42187554347515105,0.8511999845504761,0.4746552109718323,0.23875629663467407,0.89813334,0.7050908,relu,sigmoid,45,0.2375,120,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3936384019851685,0.8496000170707703,0.4931470453739166,0.22730445265769958,0.9104,0.7472191,relu,sigmoid,40,0.2375,100,normal,75,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.37952102506160734,0.8456000089645386,0.5251310467720032,0.2523698682288329,0.9008,0.71431077,relu,sigmoid,55,0.2,100,normal,60,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.35486966627836225,0.8519999980926514,0.49317222833633423,0.2745821544130643,0.88666666,0.6362759,relu,sigmoid,55,0.35,115,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.43152160012722013,0.8432000279426575,0.5395854711532593,0.22945864661534626,0.9104,0.7497619,relu,sigmoid,40,0.2375,105,normal,60,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.3678106868267059,0.8543999791145325,0.5347000956535339,0.26439183884859085,0.8973333,0.68557465,relu,sigmoid,45,0.2375,120,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.45668401074409487,0.8367999792098999,0.495659738779068,0.25779405319690707,0.90346664,0.7129158,relu,sigmoid,40,0.2375,125,normal,80,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3921270325779915,0.848800003528595,0.5024583339691162,0.29108473296960197,0.89306664,0.6836559,relu,sigmoid,55,0.35,105,normal,65,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4345220801830292,0.8432000279426575,0.5196191072463989,0.22360549685359002,0.90826666,0.7499365,relu,sigmoid,45,0.35,100,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4184481704235077,0.8432000279426575,0.468375563621521,0.23146196524302165,0.89813334,0.70885015,relu,sigmoid,50,0.275,100,normal,70,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.435040048122406,0.8424000144004822,0.4910984933376312,0.2239381296634674,0.9066667,0.7450976,relu,sigmoid,45,0.35,115,normal,80,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.38245906549692155,0.8519999980926514,0.539534866809845,0.27706573100884757,0.8893333,0.66803217,relu,sigmoid,55,0.35,110,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.43350662910938265,0.8407999873161316,0.506948709487915,0.20777935023109118,0.9168,0.78453773,relu,sigmoid,55,0.2,105,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4489039490222931,0.8496000170707703,0.533642053604126,0.2338781217932701,0.908,0.7369486,relu,sigmoid,45,0.3125,100,normal,60,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.4449343114495277,0.8360000252723694,0.505212664604187,0.19366226859390737,0.92506665,0.7976629,relu,sigmoid,45,0.2,105,normal,75,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.39023874551057813,0.8583999872207642,0.5177620053291321,0.25271217183272043,0.9,0.7121827,relu,sigmoid,40,0.3125,110,normal,60,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4061760638654232,0.8511999845504761,0.5375310182571411,0.22775727939605714,0.9122667,0.7582635,relu,sigmoid,55,0.2,110,normal,60,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.370642354786396,0.853600025177002,0.5075345039367676,0.257463788886865,0.9005333,0.7210924,relu,sigmoid,55,0.275,120,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.36552193158864976,0.8632000088691711,0.5419926643371582,0.2506412113507589,0.90106666,0.70380324,relu,sigmoid,55,0.35,105,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.38150252151489256,0.8511999845504761,0.515053927898407,0.25000396075844766,0.90426666,0.7278121,relu,sigmoid,55,0.275,105,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.43987857562303545,0.8528000116348267,0.5377562642097473,0.20529554148515067,0.9192,0.7846386,relu,sigmoid,40,0.2,105,normal,60,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.421141224861145,0.8568000197410583,0.5508729219436646,0.22233682024478912,0.91333336,0.7680032,relu,sigmoid,60,0.275,125,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.3967472274899483,0.8471999764442444,0.5058760643005371,0.26070577156543734,0.9005333,0.71849626,relu,sigmoid,45,0.35,105,normal,65,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4319990952014923,0.8367999792098999,0.5106151700019836,0.2280599250793457,0.904,0.7433324,relu,sigmoid,60,0.35,100,normal,75,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4270233452320099,0.8288000226020813,0.48916083574295044,0.23548597464958826,0.908,0.75207585,relu,sigmoid,50,0.2375,100,normal,60,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.40566551327705386,0.8528000116348267,0.524636447429657,0.24169752170642217,0.9018667,0.7213458,relu,sigmoid,50,0.2,100,normal,80,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.4131820751428604,0.8479999899864197,0.48560500144958496,0.24286024352908134,0.90853333,0.7359442,relu,sigmoid,45,0.3125,125,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.46514467442035673,0.8447999954223633,0.5500568151473999,0.2020877101421356,0.92053336,0.78106827,relu,sigmoid,45,0.2375,130,normal,75,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4413139441013336,0.8424000144004822,0.5294417142868042,0.21938758838176728,0.91466665,0.7635119,relu,sigmoid,60,0.2375,110,normal,75,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.36957866525650024,0.8464000225067139,0.5094879865646362,0.2585238471031189,0.90106666,0.7168893,relu,sigmoid,60,0.3125,125,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.36542621171474454,0.8568000197410583,0.5105343461036682,0.2881897768974304,0.8445333,0.46096995,relu,sigmoid,60,0.35,115,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.38824726808071136,0.8600000143051147,0.5282966494560242,0.24856501213709514,0.89813334,0.6904594,relu,sigmoid,40,0.2375,130,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4313911517858505,0.8399999737739563,0.534726083278656,0.2249722385406494,0.90613335,0.73676383,relu,sigmoid,60,0.3125,110,normal,70,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4212181834578514,0.8503999710083008,0.5213180780410767,0.22803351431091626,0.90213335,0.7146812,relu,sigmoid,55,0.3125,120,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4428309984207153,0.8447999954223633,0.5551888346672058,0.2207693727016449,0.91546667,0.7630681,relu,sigmoid,60,0.2375,110,normal,80,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4586149511933327,0.8479999899864197,0.516921877861023,0.21561099138855935,0.91386664,0.75981855,relu,sigmoid,45,0.275,105,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.42356875896453855,0.8456000089645386,0.4977511465549469,0.22551382829745611,0.9096,0.7502597,relu,sigmoid,50,0.3125,115,normal,60,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.44753041803836824,0.8543999791145325,0.529447078704834,0.2025310639043649,0.916,0.77454716,relu,sigmoid,50,0.275,115,normal,65,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.39577275416255,0.8519999980926514,0.5244856476783752,0.22521869958440463,0.9128,0.7599468,relu,sigmoid,55,0.2375,105,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4207080298662186,0.8479999899864197,0.5131543874740601,0.2602979211012522,0.90506667,0.7272212,relu,sigmoid,50,0.35,110,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.43983254027366636,0.8343999981880188,0.5008290410041809,0.24100889885425567,0.9045333,0.7319388,relu,sigmoid,60,0.3125,110,normal,75,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.46297203052043917,0.8343999981880188,0.5048821568489075,0.2121092069745064,0.9130667,0.76692647,relu,sigmoid,45,0.2375,115,normal,70,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4225568096041679,0.8424000144004822,0.48780912160873413,0.22266150483489036,0.91386664,0.7595083,relu,sigmoid,45,0.2,110,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.380158221244812,0.8503999710083008,0.5246174931526184,0.25968442034721373,0.8992,0.70371854,relu,sigmoid,60,0.2,130,normal,65,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.45876153975725176,0.8464000225067139,0.5130335688591003,0.2105778071284294,0.91466665,0.75590205,relu,sigmoid,45,0.2375,115,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.443919505238533,0.8471999764442444,0.49738824367523193,0.2232527680794398,0.90853333,0.74271256,relu,sigmoid,40,0.35,110,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.38011998116970064,0.8568000197410583,0.5445681214332581,0.24597558945417405,0.89893335,0.7062703,relu,sigmoid,50,0.3125,125,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.37048759818077087,0.8528000116348267,0.5054795742034912,0.26745966603358584,0.89626664,0.7047724,relu,sigmoid,50,0.35,100,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3929691994190216,0.8479999899864197,0.5006781816482544,0.2512284435828527,0.90026665,0.72380424,relu,sigmoid,50,0.275,105,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.46600077390670774,0.8392000198364258,0.48728445172309875,0.21045619289080303,0.9128,0.74845386,relu,sigmoid,40,0.3125,130,normal,75,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.452154039144516,0.8447999954223633,0.5395827889442444,0.2182944345474243,0.9141333,0.76390934,relu,sigmoid,60,0.2,130,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.45285563278198243,0.8399999737739563,0.4926478862762451,0.23007030177116394,0.9090667,0.7332805,relu,sigmoid,40,0.35,105,normal,70,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4098243435919285,0.8519999980926514,0.5098704695701599,0.21871772962808608,0.9202667,0.78459567,relu,sigmoid,45,0.2375,100,normal,65,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4127237557768822,0.8375999927520752,0.5210883021354675,0.24632071594397226,0.8973333,0.7024473,relu,sigmoid,55,0.275,120,normal,75,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.38060080242156985,0.8528000116348267,0.5334435701370239,0.259910103559494,0.8968,0.6966481,relu,sigmoid,60,0.35,110,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.42149307548999787,0.8503999710083008,0.5114516615867615,0.2217153348326683,0.91013336,0.74855375,relu,sigmoid,45,0.2,120,normal,80,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4202877781391144,0.8503999710083008,0.4958968758583069,0.23244300909837087,0.908,0.7368628,relu,sigmoid,40,0.2375,115,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.3754582062959671,0.8479999899864197,0.4928293228149414,0.26086678966879845,0.8914667,0.6748493,relu,sigmoid,55,0.2,110,normal,70,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.43664935493469237,0.8464000225067139,0.5356746912002563,0.21540253472328186,0.912,0.75589603,relu,sigmoid,60,0.35,115,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.3955817748308182,0.848800003528595,0.5100865960121155,0.23387369376420974,0.9069333,0.7404086,relu,sigmoid,55,0.275,120,normal,60,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.45796653485298155,0.8432000279426575,0.5549401044845581,0.22398481023311614,0.9128,0.7542841,relu,sigmoid,60,0.3125,120,normal,70,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.3889174550175667,0.8543999791145325,0.5244871973991394,0.24154408473769823,0.89813334,0.70077294,relu,sigmoid,55,0.2375,125,normal,65,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.42397574430704116,0.8528000116348267,0.5493914484977722,0.22024832874536515,0.9136,0.75488013,relu,sigmoid,45,0.275,115,normal,75,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.414515814781189,0.8479999899864197,0.49730223417282104,0.2277142624060313,0.90853333,0.74448454,relu,sigmoid,50,0.2,120,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4010323247909546,0.8471999764442444,0.4726550281047821,0.25049297777811685,0.9048,0.7254367,relu,sigmoid,40,0.275,105,normal,75,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3581028743982315,0.8560000061988831,0.5388553738594055,0.27082592725753785,0.8872,0.6622328,relu,sigmoid,40,0.2,105,normal,60,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4194542381763458,0.8528000116348267,0.5131810307502747,0.23302711820602418,0.90613335,0.72666657,relu,sigmoid,60,0.2375,120,normal,75,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.3976113002896309,0.8471999764442444,0.5324540138244629,0.23447776786486307,0.9077333,0.7459292,relu,sigmoid,55,0.3125,125,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.44644838213920596,0.8471999764442444,0.5518122315406799,0.21365129907925923,0.9162667,0.7623601,relu,sigmoid,40,0.2375,115,normal,75,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.3799496138095856,0.8496000170707703,0.5156041979789734,0.2683796341220538,0.89066666,0.68200415,relu,sigmoid,50,0.275,130,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.43825802993774415,0.8471999764442444,0.5033251643180847,0.2307723849217097,0.9173333,0.76152223,relu,sigmoid,40,0.35,120,normal,75,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.43532235980033873,0.8352000117301941,0.4798782765865326,0.21238702956835429,0.9181333,0.77822644,relu,sigmoid,40,0.2,125,normal,60,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3794006264209747,0.8519999980926514,0.5157083868980408,0.2582066689928373,0.89813334,0.72824,relu,sigmoid,50,0.2,100,normal,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.4707542657852173,0.8303999900817871,0.5020021200180054,0.21063996136188506,0.91386664,0.7549845,relu,sigmoid,45,0.275,105,normal,80,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.45949571508169174,0.828000009059906,0.49201512336730957,0.19746619549393654,0.9208,0.7912606,relu,sigmoid,45,0.2375,120,normal,70,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4800251490473747,0.8303999900817871,0.5125296711921692,0.20335016006231307,0.92266667,0.7929761,relu,sigmoid,55,0.3125,130,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.44845933026075363,0.8407999873161316,0.4896686375141144,0.18316278445720674,0.92506665,0.8036676,relu,sigmoid,45,0.2,125,normal,70,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3890091186761856,0.8575999736785889,0.5396375060081482,0.22872736006975175,0.9069333,0.7490064,relu,sigmoid,60,0.2,100,normal,60,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.3668833899497986,0.8496000170707703,0.5188758373260498,0.2773718313376109,0.8933333,0.6807932,relu,sigmoid,50,0.275,120,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.37894001972675323,0.8528000116348267,0.5289649963378906,0.24757740679383278,0.90746665,0.736599,relu,sigmoid,55,0.2,105,normal,60,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3817702633142471,0.8592000007629395,0.5273722410202026,0.24919557750225066,0.90026665,0.72290087,relu,sigmoid,55,0.275,100,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.4480180658996105,0.8407999873161316,0.5032105445861816,0.21113356769084932,0.9130667,0.7664971,relu,sigmoid,55,0.2375,130,normal,75,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.38185741770267484,0.8575999736785889,0.5349089503288269,0.2502882298330466,0.90133333,0.7215409,relu,sigmoid,55,0.3125,125,normal,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4110648677349091,0.843999981880188,0.5096324682235718,0.234862800826629,0.90826666,0.730748,relu,sigmoid,55,0.2,110,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.40882233780622484,0.8479999899864197,0.5209846496582031,0.273736483891805,0.89066666,0.66285956,relu,sigmoid,40,0.35,130,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.35814512670040133,0.8560000061988831,0.49055394530296326,0.2739164590835571,0.8776,0.6302196,relu,sigmoid,60,0.35,120,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.44046080285310746,0.8432000279426575,0.5171160101890564,0.22653744414448737,0.908,0.7329526,relu,sigmoid,45,0.2375,115,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
