round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,losses,lr,optimizer,use_bias
105,0.41676328480243685,0.8263999819755554,0.5159990191459656,0.2606102099021276,0.8965333,0.6917081,relu,sigmoid,50,0.2,105,normal,60,30,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.39893757820129394,0.843999981880188,0.5358554720878601,0.27110475619633995,0.8933333,0.6845764,relu,sigmoid,50,0.3,105,normal,60,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
120,0.44848383605480197,0.8392000198364258,0.5163008570671082,0.23199441095193227,0.90853333,0.73972577,relu,sigmoid,50,0.1,120,normal,76,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.40321540051698684,0.8223999738693237,0.5448774099349976,0.2756268892288208,0.8896,0.665448,relu,sigmoid,45,0.15,130,normal,60,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.4302575821876526,0.8216000199317932,0.5321539044380188,0.2527715245485306,0.8965333,0.7053485,relu,sigmoid,60,0.25,130,normal,68,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.4157940649986267,0.8303999900817871,0.532789409160614,0.23727328171332676,0.90426666,0.72312343,relu,sigmoid,50,0.15,120,normal,76,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.36841620272397996,0.8456000089645386,0.5302411913871765,0.3054836304783821,0.8770667,0.6123621,relu,sigmoid,45,0.2,100,normal,68,15,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.3905591359138489,0.8384000062942505,0.5291383862495422,0.28090208931763966,0.8864,0.65349305,relu,sigmoid,40,0.1,115,normal,64,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.4156056866645813,0.8303999900817871,0.5325647592544556,0.2775618672370911,0.88853335,0.6766163,relu,sigmoid,60,0.3,110,normal,60,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.41657563257217406,0.8303999900817871,0.5325527191162109,0.24853496420383453,0.9037333,0.72269845,relu,sigmoid,60,0.1,125,normal,72,15,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4885541923046112,0.8167999982833862,0.5555347800254822,0.21187217060724894,0.912,0.7445421,relu,sigmoid,40,0.1,120,normal,76,45,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.40341215360164645,0.8335999846458435,0.5346804857254028,0.2626249430179596,0.89386666,0.68789315,relu,sigmoid,40,0.15,115,normal,76,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.39075549703836443,0.8312000036239624,0.5185381174087524,0.2775580461025238,0.8896,0.6731917,relu,sigmoid,55,0.3,100,normal,72,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.41443819385766983,0.8375999927520752,0.5112048387527466,0.2648955076535543,0.8965333,0.6722122,relu,sigmoid,40,0.25,115,normal,72,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4145563464164734,0.8303999900817871,0.5457504987716675,0.26316516280174257,0.8928,0.68883914,relu,sigmoid,60,0.3,100,normal,68,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.40475135815143587,0.8256000280380249,0.5279203057289124,0.25700518226623537,0.89893335,0.7120363,relu,sigmoid,40,0.1,130,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.4766861459612846,0.8256000280380249,0.544156551361084,0.2111002045472463,0.9141333,0.75811505,relu,sigmoid,40,0.2,130,normal,76,35,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4263079872131348,0.8352000117301941,0.5160966515541077,0.23659696165720623,0.90213335,0.7169101,relu,sigmoid,40,0.1,120,normal,68,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.36618018382787704,0.8432000279426575,0.5228732824325562,0.3043085153400898,0.8765333,0.616903,relu,sigmoid,45,0.2,110,normal,72,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.5918699007034302,0.8288000226020813,0.5281286835670471,0.1837695280313492,0.92613333,0.79755163,relu,sigmoid,60,0.15,120,normal,72,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4633105158805847,0.8312000036239624,0.5410175919532776,0.2319062717159589,0.90933335,0.7353823,relu,sigmoid,55,0.2,120,normal,68,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.41045864814519883,0.8343999981880188,0.5035668015480042,0.26163529813289643,0.89386666,0.6769793,relu,sigmoid,55,0.25,125,normal,68,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.6070854243040085,0.8288000226020813,0.5160884857177734,0.1911550087928772,0.916,0.7545801,relu,sigmoid,40,0.3,120,normal,76,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.39832138538360595,0.8367999792098999,0.5504676699638367,0.26017349789539973,0.89253336,0.68464017,relu,sigmoid,50,0.3,105,normal,60,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4291006648540497,0.8327999711036682,0.5232083201408386,0.24520341181755065,0.8997333,0.7015597,relu,sigmoid,45,0.15,120,normal,72,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.52061290371418,0.8327999711036682,0.524846613407135,0.1903062269190947,0.91546667,0.7513164,relu,sigmoid,55,0.3,115,normal,68,55,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.4194232592582703,0.8343999981880188,0.5254788398742676,0.266455118616422,0.8944,0.6725325,relu,sigmoid,40,0.3,125,normal,72,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
125,0.38518093746900556,0.828000009059906,0.5453498959541321,0.278674963315328,0.8850667,0.6639385,relu,sigmoid,55,0.1,125,normal,72,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.4007669999599457,0.8384000062942505,0.513573944568634,0.27175288581848145,0.8928,0.6777335,relu,sigmoid,60,0.2,100,normal,76,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.568570613861084,0.8248000144958496,0.5455839037895203,0.18013988936940828,0.92586666,0.7898915,relu,sigmoid,50,0.15,125,normal,64,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.38845212769508364,0.8384000062942505,0.5061005353927612,0.2819852683742841,0.88026667,0.6430218,relu,sigmoid,55,0.1,120,normal,60,45,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.40580822533369065,0.8335999846458435,0.5276052355766296,0.26677373429139456,0.8933333,0.690905,relu,sigmoid,55,0.3,115,normal,68,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.508589346587658,0.8303999900817871,0.5274152159690857,0.19978092936674754,0.9202667,0.77174085,relu,sigmoid,40,0.25,130,normal,76,60,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.4199570925235748,0.8263999819755554,0.5057114362716675,0.2569569348692894,0.8984,0.7016419,relu,sigmoid,45,0.1,110,normal,64,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.4463458353281021,0.8416000008583069,0.5176677703857422,0.222378492752711,0.9090667,0.72076476,relu,sigmoid,50,0.25,130,normal,72,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4077411603927612,0.8375999927520752,0.5670740604400635,0.2680583943923314,0.8965333,0.6919401,relu,sigmoid,50,0.25,115,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.418748206615448,0.8367999792098999,0.5226557850837708,0.23983299601078034,0.89893335,0.7141421,relu,sigmoid,60,0.1,100,normal,72,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.540738806962967,0.8216000199317932,0.5126112103462219,0.20851864047845203,0.9152,0.7432273,relu,sigmoid,40,0.15,120,normal,64,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.47695564198493956,0.8367999792098999,0.5643154382705688,0.21160160768032074,0.91386664,0.7482416,relu,sigmoid,40,0.3,125,normal,76,55,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.3950764064788818,0.8360000252723694,0.5076066851615906,0.2709366255203883,0.88746667,0.6518997,relu,sigmoid,55,0.15,110,normal,72,15,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.46636584210395815,0.823199987411499,0.47732067108154297,0.23863053333759307,0.9008,0.71169055,relu,sigmoid,60,0.25,115,normal,68,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4016932255625725,0.8384000062942505,0.5389859080314636,0.24510157360633214,0.9037333,0.71345955,relu,sigmoid,55,0.1,100,normal,68,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.44640148878097535,0.8271999955177307,0.5626022219657898,0.2521352477471034,0.89573336,0.68369704,relu,sigmoid,40,0.25,115,normal,68,55,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
120,0.3718047228455543,0.8416000008583069,0.527807891368866,0.2930887946784496,0.8797333,0.63556224,relu,sigmoid,45,0.2,120,normal,60,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.40304262161254883,0.8312000036239624,0.5391049981117249,0.24408154020706813,0.90346664,0.71896034,relu,sigmoid,50,0.3,115,normal,60,45,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4346534128189087,0.8352000117301941,0.5228829383850098,0.23309983158111572,0.9066667,0.73346096,relu,sigmoid,60,0.1,100,normal,72,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.46215059971809386,0.8320000171661377,0.533483624458313,0.2381831670999527,0.9069333,0.72640526,relu,sigmoid,60,0.25,120,normal,68,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.40741687029600143,0.8375999927520752,0.5039782524108887,0.26100265049934385,0.89893335,0.7012041,relu,sigmoid,45,0.1,125,normal,68,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.40007311522960665,0.8352000117301941,0.5279924273490906,0.26883665452400846,0.8954667,0.6739355,relu,sigmoid,50,0.3,120,normal,68,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4100442713499069,0.8471999764442444,0.5641969442367554,0.24481209735075632,0.8976,0.7046347,relu,sigmoid,50,0.25,120,normal,72,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.4101796240210533,0.8320000171661377,0.5191518664360046,0.27820588046312333,0.88666666,0.65635574,relu,sigmoid,45,0.3,120,normal,60,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.4342516895532608,0.8384000062942505,0.5607765316963196,0.23077854561805725,0.90533334,0.7244406,relu,sigmoid,40,0.15,115,normal,72,30,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.39607161235809324,0.8447999954223633,0.5553619861602783,0.25277461504936216,0.8976,0.6962954,relu,sigmoid,60,0.1,115,normal,64,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.4797132743000984,0.8367999792098999,0.5323664546012878,0.20287997720638912,0.92106664,0.7856358,relu,sigmoid,55,0.25,100,normal,64,60,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.44610310411453247,0.8303999900817871,0.5463706254959106,0.22655390632152558,0.90426666,0.72316974,relu,sigmoid,60,0.25,130,normal,76,30,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.3949600034356117,0.8416000008583069,0.49440425634384155,0.280482269346714,0.88533336,0.65029496,relu,sigmoid,45,0.2,120,normal,76,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
110,0.37878154873847963,0.8343999981880188,0.5300591588020325,0.2894116214911143,0.88666666,0.65291953,relu,sigmoid,40,0.3,110,normal,68,30,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.40462361186742785,0.8312000036239624,0.5502363443374634,0.2624881754517555,0.8944,0.69121623,relu,sigmoid,55,0.3,115,normal,76,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.3792647976875305,0.8375999927520752,0.513834536075592,0.27784425604343416,0.8869333,0.6599473,relu,sigmoid,45,0.25,125,normal,72,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.42622179448604586,0.8327999711036682,0.5475633144378662,0.2398515928785006,0.90426666,0.72375596,relu,sigmoid,50,0.2,105,normal,72,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
110,0.37861942386627195,0.8343999981880188,0.5260070562362671,0.2860403416156769,0.8850667,0.6657072,relu,sigmoid,60,0.25,110,normal,76,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.4409509748220444,0.8295999765396118,0.5455017685890198,0.23407787074645361,0.89893335,0.7141166,relu,sigmoid,50,0.25,100,normal,72,60,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.47464867115020754,0.8320000171661377,0.5108432769775391,0.21912984013557435,0.9098667,0.74350625,relu,sigmoid,60,0.1,130,normal,72,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4094620122313499,0.8352000117301941,0.49365100264549255,0.25954206416010855,0.8954667,0.69032013,relu,sigmoid,45,0.2,125,normal,68,60,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.38520469307899474,0.8303999900817871,0.49727287888526917,0.29172219971815744,0.8850667,0.6559839,relu,sigmoid,50,0.25,130,normal,60,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.38422051149606706,0.8407999873161316,0.4986858367919922,0.2761238203942776,0.88266665,0.6487078,relu,sigmoid,45,0.25,130,normal,64,45,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.4440788297653198,0.8384000062942505,0.5099173188209534,0.2611678775250912,0.8941333,0.69815814,relu,sigmoid,45,0.2,100,normal,68,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.3939547030329704,0.8384000062942505,0.5349739193916321,0.26778197701772055,0.8941333,0.69505537,relu,sigmoid,40,0.1,130,normal,68,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
130,0.6093677914738655,0.8271999955177307,0.547173023223877,0.18611342946688333,0.9272,0.7830436,relu,sigmoid,40,0.3,130,normal,76,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.6051151584982872,0.8167999982833862,0.5424653887748718,0.19273080794513225,0.9224,0.7845024,relu,sigmoid,45,0.2,110,normal,64,60,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.48387762874364854,0.8375999927520752,0.5146585702896118,0.24113569778203964,0.8941333,0.6791103,relu,sigmoid,45,0.3,100,normal,72,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4628863847255707,0.8320000171661377,0.49928992986679077,0.22985478040575982,0.9098667,0.7366667,relu,sigmoid,55,0.15,110,normal,76,55,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.5091276278495789,0.8312000036239624,0.5391679406166077,0.19679839718341827,0.9176,0.7640246,relu,sigmoid,60,0.25,115,normal,68,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.3884824025034904,0.8375999927520752,0.5442751049995422,0.2891041049559911,0.8816,0.6369831,relu,sigmoid,55,0.25,120,normal,68,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.41185885870456695,0.828000009059906,0.4699570834636688,0.2632456005513668,0.89306664,0.686849,relu,sigmoid,45,0.1,115,normal,76,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.3685922454595566,0.8447999954223633,0.5201717615127563,0.29403465396165845,0.8832,0.64858115,relu,sigmoid,55,0.15,125,normal,64,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
105,0.4209075051546097,0.8240000009536743,0.5246626138687134,0.2501994667450587,0.8986667,0.69517845,relu,sigmoid,50,0.2,105,normal,60,45,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.3837112594842911,0.8392000198364258,0.5032671093940735,0.27684153366088865,0.88853335,0.6667355,relu,sigmoid,45,0.3,130,normal,76,40,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
105,0.4155495352745056,0.8360000252723694,0.5516062378883362,0.25229248785972597,0.8933333,0.69378686,relu,sigmoid,60,0.15,105,normal,64,25,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4784097666740417,0.8248000144958496,0.542029857635498,0.20334032452106476,0.91786665,0.77086645,relu,sigmoid,60,0.25,105,normal,76,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.42374410152435305,0.8288000226020813,0.5204788446426392,0.2460755627353986,0.89493334,0.6965208,relu,sigmoid,50,0.1,100,normal,64,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.39271381640434266,0.828000009059906,0.5299230217933655,0.2830295569896698,0.8848,0.6596644,relu,sigmoid,60,0.15,105,normal,64,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
115,0.4175002779364586,0.8295999765396118,0.5241681933403015,0.2533814627528191,0.8952,0.6901814,relu,sigmoid,55,0.15,115,normal,60,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
125,0.5176967972517014,0.8375999927520752,0.5436161160469055,0.19164522339900333,0.91973335,0.7671893,relu,sigmoid,50,0.15,125,normal,64,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.5311920293569565,0.8320000171661377,0.5304120182991028,0.2116254556675752,0.91866666,0.7608531,relu,sigmoid,55,0.3,130,normal,60,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4254850564599037,0.8256000280380249,0.5146251320838928,0.25469564615686735,0.90026665,0.7061048,relu,sigmoid,55,0.25,130,normal,60,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3917401251792908,0.8392000198364258,0.5418993234634399,0.30350385212898257,0.86053336,0.5588696,relu,sigmoid,40,0.2,100,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
100,0.379323503613472,0.8416000008583069,0.5289636850357056,0.29030426194270453,0.8848,0.6584675,relu,sigmoid,55,0.2,100,normal,64,55,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.6541149027347565,0.8223999738693237,0.5294873118400574,0.16399481976032257,0.9266667,0.7975911,relu,sigmoid,40,0.25,120,normal,68,55,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.4854853385090828,0.8343999981880188,0.49899035692214966,0.2614771795868874,0.88053334,0.6180041,relu,sigmoid,55,0.2,120,normal,60,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.47995498222112654,0.8199999928474426,0.5012708306312561,0.21009509247541427,0.9130667,0.754854,relu,sigmoid,45,0.25,130,normal,68,50,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.48032572376728055,0.8335999846458435,0.4646042287349701,0.23448548126220703,0.9032,0.7213332,relu,sigmoid,45,0.2,125,normal,76,50,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
115,0.5013416311740875,0.8327999711036682,0.5590315461158752,0.2077388186454773,0.9149333,0.75650084,relu,sigmoid,60,0.3,115,normal,60,60,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.464217610836029,0.8327999711036682,0.5246109962463379,0.22953029477596282,0.90293336,0.71701276,relu,sigmoid,60,0.25,100,normal,68,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4186571638584137,0.8303999900817871,0.5295882225036621,0.2605589106877645,0.89306664,0.69285846,relu,sigmoid,40,0.25,125,normal,76,60,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
120,0.41934042477607725,0.8352000117301941,0.5416371822357178,0.25565699779987333,0.89493334,0.6957983,relu,sigmoid,60,0.2,120,normal,64,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.5269944795370102,0.8424000144004822,0.5710649490356445,0.18615021524826686,0.9304,0.80031353,relu,sigmoid,55,0.25,130,normal,64,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
