round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
142,0.05800229941712071,0.9826667,0.9595719,1.7966796484589578,0.8312,0.5024225,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,35,0.0,142,uniform,56,55,23,binary_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.052201894178986546,0.8570667,0.55306286,0.05900707190483809,0.8368,0.47193363,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,45,0.08,124,uniform,20,35,29,logcosh,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
142,0.16654897198081017,0.9264,0.8013489,1.1842969089746476,0.8472,0.5572098,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,50,0.16,142,normal,65,35,23,binary_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.29836615645885467,0.8776,0.6481875,0.37251288795471194,0.8552,0.5532892,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,55,0.16,124,uniform,47,40,32,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
136,0.04373775613307953,0.8765333,0.63224995,0.046852958738803865,0.8672,0.5495571,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,30,0.4,136,normal,47,20,32,logcosh,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
136,0.02575554409995675,0.932,0.81660265,0.06371182465553284,0.836,0.52514446,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,60,0.0,136,uniform,47,25,26,logcosh,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
106,0.38316606080532073,0.8344,0.42750648,0.3766330658197403,0.848,0.4331196,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,30,0.0,106,uniform,29,40,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
136,0.02578767766089489,0.9389333,0.8351646,0.05925652547180653,0.8432,0.57583797,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,65,0.32,136,uniform,56,40,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
136,0.0331703931838274,0.90533334,0.73870313,0.056457498967647554,0.8568,0.5453463,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,50,0.4,136,normal,47,35,20,logcosh,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
148,0.046065612837672236,0.86773336,0.60754836,0.04494077700376511,0.8784,0.5994647,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,60,0.08,148,normal,20,40,32,logcosh,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
124,0.056470364801585675,0.84506667,0.49491367,0.05761613990366459,0.8416,0.44395575,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,30,0.32,124,uniform,29,20,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
106,0.046101666551083324,0.86613333,0.5896213,0.04883695009350777,0.8576,0.5607315,<function elu at 0x00000121C80FEA68>,<function sigmoid at 0x00000121C8B0F438>,35,0.08,106,uniform,47,50,38,logcosh,1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
142,0.016854116450063884,0.9586667,0.8887639,0.0682300128042698,0.8328,0.5153887,<function relu at 0x00000121C8B0F0D8>,<function sigmoid at 0x00000121C8B0F438>,60,0.4,142,uniform,65,40,32,logcosh,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
