round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,layer4_units,losses,lr,optimizer,use_bias
118,0.2785016441345215,0.89173335,0.657308,0.4070627537369728,0.8432,0.5798334,relu,sigmoid,40,0.0,118,normal,59,27,29,24,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.3372772246599197,0.8768,0.61848456,0.3812579029798508,0.8408,0.55292344,relu,sigmoid,75,0.45,112,normal,71,30,26,15,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.28559301006793975,0.9016,0.70096487,0.40032021114230154,0.8344,0.5555016,relu,sigmoid,65,0.45,112,normal,63,24,29,15,binary_crossentropy,0.375,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.2899737904071808,0.8994667,0.67109233,0.38971074706315995,0.8384,0.56861955,relu,sigmoid,55,0.45,136,normal,63,24,29,27,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.30539842462539674,0.8848,0.6441707,0.38115595042705536,0.8432,0.57199323,relu,sigmoid,60,0.45,100,normal,47,18,20,27,binary_crossentropy,0.35,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
106,0.2971798804004987,0.8832,0.6282502,0.38283552539348603,0.8424,0.55574304,relu,sigmoid,35,0.3,106,normal,59,30,26,21,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.36756039849917094,0.8498667,0.48810318,0.41507379692792895,0.8208,0.42579564,relu,sigmoid,65,0.0,112,normal,39,18,23,15,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
118,0.3090305499831835,0.8778667,0.62807196,0.37933502638339994,0.8408,0.57818705,relu,sigmoid,65,0.45,118,normal,67,27,29,18,binary_crossentropy,0.225,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.2980023913383484,0.8797333,0.63459635,0.3801189529299736,0.8352,0.55457944,relu,sigmoid,45,0.15,100,normal,43,27,29,18,binary_crossentropy,0.375,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
118,0.27519740733504294,0.9026667,0.7032046,0.427297265291214,0.8432,0.5682898,relu,sigmoid,35,0.45,118,normal,67,27,29,21,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
112,0.29892604271570844,0.8816,0.6339335,0.4004960137605667,0.8456,0.56305623,relu,sigmoid,50,0.3,112,normal,55,27,23,21,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.28860598770777385,0.8832,0.6546931,0.3858187825679779,0.84,0.54063296,relu,sigmoid,70,0.15,100,normal,43,27,26,27,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
112,0.28497485796610517,0.8933333,0.666125,0.39272144889831545,0.844,0.55130565,relu,sigmoid,40,0.45,112,normal,51,30,23,24,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
124,0.28373893825213115,0.88533336,0.6508037,0.40231902235746386,0.8408,0.5246339,relu,sigmoid,40,0.0,124,normal,43,30,26,27,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
130,0.2548887903292974,0.9077333,0.72941333,0.43867284154891967,0.8328,0.5593822,relu,sigmoid,70,0.45,130,normal,67,33,29,27,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.28977442252635954,0.88453335,0.6448731,0.3853688657283783,0.8408,0.581118,relu,sigmoid,70,0.15,124,normal,47,33,26,18,binary_crossentropy,0.35,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.2562116765975952,0.9032,0.7084758,0.41345564484596253,0.8384,0.59327835,relu,sigmoid,60,0.0,136,normal,59,30,26,27,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
136,0.2673744372924169,0.90293336,0.69687855,0.4311812400817871,0.832,0.5044799,relu,sigmoid,40,0.15,136,normal,59,33,29,21,binary_crossentropy,0.375,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
130,0.28934416753053666,0.8944,0.67511475,0.39227245599031446,0.8392,0.52523583,relu,sigmoid,45,0.45,130,normal,43,27,29,27,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
124,0.28586578970154125,0.884,0.6367307,0.3849133345484734,0.8448,0.5890976,relu,sigmoid,35,0.15,124,normal,47,21,26,27,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
100,0.27691939944028854,0.8922667,0.6640783,0.3991100107431412,0.8424,0.5640208,relu,sigmoid,30,0.3,100,normal,51,27,26,24,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3102776960730553,0.87733334,0.6198208,0.3840171012282372,0.8464,0.5530093,relu,sigmoid,65,0.15,100,normal,39,33,23,18,binary_crossentropy,0.35,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
136,0.27512590678532917,0.8888,0.65108466,0.409522475361824,0.8312,0.5354435,relu,sigmoid,40,0.0,136,normal,43,18,23,21,binary_crossentropy,0.325,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
118,0.29720325728257496,0.8864,0.6624469,0.3825241758823395,0.8456,0.5665686,relu,sigmoid,70,0.45,118,normal,59,27,26,21,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
112,0.29341778373718264,0.88986665,0.6401992,0.386636172413826,0.8456,0.5419292,relu,sigmoid,30,0.3,112,normal,43,18,29,21,binary_crossentropy,0.375,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.3098904034495354,0.8736,0.62890804,0.382346847653389,0.8488,0.57369995,relu,sigmoid,75,0.0,124,normal,35,15,29,18,binary_crossentropy,0.275,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
