round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
100,0.323090959995985,0.8714667,0.59518695,0.33896768671274186,0.868,0.6151447,relu,sigmoid,45,0.375,100,normal,35,27,29,binary_crossentropy,0.4,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
100,0.3195434244275093,0.87333333,0.58878416,0.35455524957180024,0.8592,0.5726487,relu,sigmoid,30,0.375,100,normal,20,24,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.30608968023459115,0.872,0.6146893,0.3390636892318726,0.8688,0.6156945,relu,sigmoid,55,0.125,100,normal,23,18,26,binary_crossentropy,0.4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
120,0.38050901889801025,0.8466667,0.47277302,0.39734971737861635,0.8368,0.4862058,relu,sigmoid,60,0.125,120,normal,29,15,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
108,0.3233224520683289,0.872,0.6182356,0.33089051425457,0.8672,0.6343961,relu,sigmoid,60,0.375,108,normal,32,27,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
124,0.31269784927368166,0.8746667,0.60189706,0.342880984544754,0.8648,0.5965546,relu,sigmoid,50,0.25,124,normal,38,24,29,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
108,0.3263870248794556,0.86586666,0.57363474,0.3506286453008652,0.8608,0.57200545,relu,sigmoid,45,0.0,108,normal,29,30,23,binary_crossentropy,0.35,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
124,0.38171484170357384,0.8477333,0.4811222,0.4028710672259331,0.8368,0.47248638,relu,sigmoid,35,0.125,124,normal,20,30,26,binary_crossentropy,0.4,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
108,0.2984636970758438,0.8869333,0.6411971,0.3563256014585495,0.86,0.5806701,relu,sigmoid,30,0.375,108,normal,44,27,29,binary_crossentropy,0.35,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
128,0.26392644611001015,0.89306664,0.6745566,0.3746050304174423,0.8528,0.585711,relu,sigmoid,45,0.0,128,normal,44,15,20,binary_crossentropy,0.4,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.34875666081905365,0.86506665,0.5768164,0.355407418012619,0.864,0.5794803,relu,sigmoid,50,0.375,120,normal,38,18,20,binary_crossentropy,0.2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
116,0.38670206542809804,0.8477333,0.48518988,0.3940260881781578,0.8336,0.48318568,relu,sigmoid,65,0.375,116,normal,23,21,26,binary_crossentropy,0.25,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
128,0.3065504703819752,0.87546664,0.6082642,0.34170573127269743,0.8632,0.6172561,relu,sigmoid,45,0.125,128,normal,35,27,20,binary_crossentropy,0.3,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
104,0.2984285990397135,0.8808,0.6364612,0.3588001137971878,0.8624,0.5773382,relu,sigmoid,40,0.25,104,normal,38,27,23,binary_crossentropy,0.4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
